hgnc_symbol	affy_hg_u133a_2
IFIT2	217502_at
MRPS18A	218385_at
MRPS18A	221693_s_at
RNU6-1174P	
RNA5SP141	
CYCSP10	
MIR8086	
MPP7-DT	
ZNF101P1	
LINC02652	
RPSAP10	
MIR25	208795_s_at
RN7SKP39	
MIR93	208795_s_at
MIR106B	208795_s_at
WAC-AS1	
TOM1L2	214840_at
TOM1L2	
RNU4ATAC6P	
TPRKBP1	
FBXO9	
FBXO9	210638_s_at
FBXO9	212991_at
FBXO9	212987_at
RNU6-1067P	
BAMBI	203304_at
AP4M1	
AP4M1	209837_at
CYCSP11	
	206980_s_at
FANCD2OS	
SNORD32A	211942_x_at
SNORD33	210646_x_at
SNORD33	211942_x_at
SNORD33	212790_x_at
SNORD34	200715_x_at
SNORD34	210646_x_at
MKRN3	206585_at
MKRN3	
SNORD35A	200715_x_at
RPS11	200031_s_at
BRK1	
RNU6-270P	
LINC00837	215929_at
LINC00837	
IRAK2	
ADGRA1-AS1	
NPM1	200063_s_at
NPM1	221691_x_at
NPM1	221923_s_at
NPM1	
RPL5P28	
OGFOD1	
OGFOD1	221090_s_at
UTF1	208275_x_at
NPM1P9	
GRPEL2P2	
BLOC1S2P1	
ZC3H12B	
VENTX	207376_at
LINC01958	
RPLP0P7	
FGF7	
FGF7	205782_at
LINC00570	
MIR202HG	
SNORD35B	
MIR150	
COX6CP7	
MIR202	
ADAM8	205180_s_at
ADAM8	205179_s_at
ADAM8	
RN7SKP179	
FCGRT	218831_s_at
FCGRT	
CCT4P2	
LINC00852	
NANOGP9	
RTL9	
TUBBP8	
NAB1	
NAB1	208047_s_at
NAB1	211139_s_at
NAB1	209272_at
	215428_at
ATP6V1G2	
HMGN2P5	208668_x_at
GHRL	
RBM3	208319_s_at
RBM3	
RBM3	222026_at
NCAPGP2	
MSANTD2	221208_s_at
MSANTD2	
SERF2	
SERF2	210183_x_at
SERF2	217756_x_at
SERF2	218680_x_at
MPIG6B	
FMOD	202709_at
FMOD	
KLC2	
KLC2	218906_x_at
CYCSP4	
OR2L9P	
	202442_at
	222026_at
MRPL32P1	
SLAMF7	
SLAMF7	219159_s_at
WDR13	
WDR13	222138_s_at
KARS1	200079_s_at
KARS1	200840_at
KARS1	
GLS	203158_s_at
GLS	203157_s_at
GLS	203159_at
GLS	221510_s_at
GLS	211414_at
GLS	
MIR6758	
	209383_at
MIR616	
RCN3	61734_at
RCN3	219102_at
RCN3	
MBD6	
C9orf153	
ZNF511	
VN1R110P	
KLF9	203543_s_at
KLF9	203541_s_at
KLF9	203542_s_at
RNU2-25P	
RN7SL592P	
PUM3	
PUM3	203712_at
TFDP1P2	
FAM47C	
FTHL18P	
HNRNPA1P28	
NUDT19P6	
ZNF511-PRAP1	
NOSIP	217950_at
NOSIP	
PGRMC1	201121_s_at
PGRMC1	201120_s_at
CALY	219896_at
CALY	
ZNF106	217781_s_at
ZNF106	
GHRLOS	
AKAP17BP	
MRPS17P9	
SLC25A43	
SEC13	
SEC13	207707_s_at
BANF1P2	
PRAP1	
TFAP2A	
TFAP2A	204654_s_at
TFAP2A	204653_at
TFAP2A	210669_at
RNU1-67P	
RN7SL118P	
RNY3P16	
SLC25A5	200657_at
PIP4K2C	
PIP4K2C	218942_at
FUOM	
UBE2A	201899_s_at
UBE2A	201898_s_at
UBE2A	
GPS2P1	
GAN	220124_at
GAN	
ATP5PDP2	
	217158_at
CDK2AP2P1	
MYO5BP1	
TP53I11	216919_at
TP53I11	214667_s_at
TP53I11	
ECHS1	201135_at
CDRT15P6	206611_at
CDRT15P6	
RPL7AP45	
RGS18	
RAPGEF1	204543_at
RAPGEF1	
RAB1AP1	
RHBDF1	218686_s_at
RHBDF1	
MIR3944	
STAT4-AS1	
PAOX	221941_at
PAOX	50400_at
PAOX	
GNPAT	
GNPAT	201956_s_at
HEXD	
STAT4	206118_at
STAT4	
CNPY4	
CNPY4	217700_at
DTX3	221835_at
DTX3	49049_at
DTX3	49051_g_at
MBLAC1	
RPL7P60	
PRRG2	
PRRG2	205617_at
TRAPPC14	220659_s_at
TRAPPC14	
NPRL3	214273_x_at
NPRL3	203289_s_at
NPRL3	210672_s_at
NPRL3	
ARHGEF25	
PYGO1	215517_at
GNB5	207124_s_at
GNB5	221320_at
GNB5	204000_at
GNB5	211871_x_at
GNB5	
	216620_s_at
	215139_at
CLIC5	
CLIC5	219866_at
CLIC5	217628_at
CLIC5	213317_at
RRAS	212647_at
TGFB2	209908_s_at
TGFB2	209909_s_at
TGFB2	220407_s_at
TGFB2	
ERCC6	207347_at
ERCC6	
MIR3674	
MIR596	
SPA17	205406_s_at
SPA17	
MIR4658	
GAL3ST4	219815_at
GAL3ST4	
SCAF1	
EHF	
EHF	219850_s_at
MIR378B	
PRKAR2A-AS1	
RNU6-959P	
HMGB1P27	
HMGB1P50	
NME2P2	
CHAT	221197_s_at
CHAT	
GPC2	
ODR4	218721_s_at
ODR4	
SLC25A20	203658_at
	214951_at
RPL36AP15	
RPS27AP7	
PPIAP62	
IFT20	210312_s_at
IFT20	
B4GALNT1	206435_at
B4GALNT1	
LINC01820	
IRF3	
IRF3	202621_at
STAG3L5P	
LINC02583	
IL33	209821_at
IL33	
STEEP1	219805_at
STEEP1	
ARIH2OS	
STAG3L5P-PVRIG2P-PILRB	
STAG3L5P-PVRIG2P-PILRB	220954_s_at
RN7SL817P	
TMEM247	
HBZ	206647_at
P4HTM	222125_s_at
P4HTM	
ATP6V1E2	
LINC01741	
HBM	
LINC01724	
	220257_x_at
	220981_x_at
FMO4	
FMO4	206263_at
PVRIG2P	
MIR6840	
RHOQ	
RHOQ	212122_at
RHOQ	214449_s_at
RHOQ	212117_at
RHOQ	212119_at
RHOQ	212120_at
PILRA	222218_s_at
PILRA	219788_at
PILRA	
HBZP1	206647_at
ECPAS	212427_at
ECPAS	214356_s_at
ECPAS	212428_at
ECPAS	
HBAP1	
HBA2	204018_x_at
HBA2	214414_x_at
HBA2	217414_x_at
HBA2	211699_x_at
HBA2	211745_x_at
HBA2	209458_x_at
GABPB1	206173_x_at
GABPB1	204618_s_at
GABPB1	
RIPK1	
RIPK1	209941_at
HBA1	204018_x_at
HBA1	214414_x_at
HBA1	217414_x_at
HBA1	211699_x_at
HBA1	211745_x_at
HBA1	209458_x_at
RPL22P24	
PDHA1	200979_at
PDHA1	200980_s_at
PDHA1	
NSL1	
NSL1	209484_s_at
RHOQ-AS1	
HBQ1	220807_at
GFOD1-AS1	
PIGF	205077_s_at
PIGF	205078_at
PIGF	
RPS4XP7	
RN7SKP204	
	203391_at
RNU6-359P	
NOL7	202882_x_at
NOL7	213838_at
NOL7	210097_s_at
NOL7	
DDX28	203784_s_at
DDX28	40255_at
DDX28	203785_s_at
DALRD3	221934_s_at
DALRD3	218808_at
DALRD3	
NME1	201577_at
NME1	
LPXN	216250_s_at
LPXN	
RANBP9	216125_s_at
RANBP9	202583_s_at
RANBP9	202582_s_at
PPP1R35	
RPL13AP23	
AGAP2-AS1	
NFATC3	210556_at
NFATC3	210555_s_at
NFATC3	207416_s_at
NFATC3	
TSPAN31	203226_s_at
TSPAN31	203227_s_at
TSPAN31	
PPP1R35-AS1	
C7orf61	
HFM1	
SCN4B	
ZNF3	219604_s_at
ZNF3	219605_at
ZNF3	212684_at
ZNF3	
MIR3692	
MAP3K15	
CRIPT	218643_s_at
SNX9	
KBTBD11-OT1	
NNMT	
NNMT	202238_s_at
NNMT	202237_at
CDK4	202246_s_at
CDK4	
MYOCD	
PPFIA1P1	
UGT1A12P	
UGT1A11P	
UGT1A13P	
SLC18A3	207150_at
UGT1A9	221305_s_at
UGT1A9	207126_x_at
UGT1A9	208596_s_at
UGT1A9	204532_x_at
UGT1A9	206094_x_at
UGT1A9	215125_s_at
C10orf53	
SNX9-AS1	
HSPE1P26	
RNU6-786P	
COPB1	
COPB1	201359_at
COPB1	201358_s_at
SYNJ2	210612_s_at
SYNJ2	212828_at
SYNJ2	216180_s_at
SYNJ2	216181_at
SYNJ2	
ZNF248	
ZNF248	213269_at
EIF5P2	
IKBKG	209929_s_at
IKBKG	36004_at
IKBKG	
GRAP	206620_at
GRAP	
MIR425	
NDUFAF3	209177_at
UGT1A6	208596_s_at
UGT1A6	
UGT1A6	207126_x_at
UGT1A6	204532_x_at
UGT1A6	206094_x_at
UGT1A6	215125_s_at
OR2T32P	
NCOA4	210774_s_at
NCOA4	
NDUFAF2	
ATP1A4	
MIR6759	202246_s_at
MARCHF9	
UGT3A2	
LINGO1	
METTL23	
CYP27B1	205676_at
CYP27B1	
MIR191	
PTX3	206157_at
SNTN	
MIR7160	
NDOR1	
NDOR1	219899_x_at
TPD52	201691_s_at
TPD52	201688_s_at
TPD52	201690_s_at
TPD52	201689_s_at
TPD52	
LMBRD2	
THOC7	218334_at
THOC7	
RNU6-393P	
MIR3609	
RNF14P3	
MORF4L1P7	
METTL1	204027_s_at
METTL1	
MCRIP2P2	
LINC00538	
GALNT2	
GALNT2	217788_s_at
GALNT2	217787_s_at
CGNL1	
TRRAP	
TRRAP	202642_s_at
TRRAP	214908_s_at
TRRAP	220687_at
MIR580	
RNU6-1305P	
LINC01132	
EEF1AKMT3	
EEF1AKMT3	213861_s_at
NADK2	
THOC7-AS1	
SCAANT1	
PSMD6-AS2	
RPL17P11	
DNAJB3	
PSMD6-AS1	
H2BP3	
UGT1A2P	
FMO1	205666_at
FMO1	
FAM214BP1	
G6PD	
G6PD	202275_at
UGT1A1	207126_x_at
UGT1A1	208596_s_at
UGT1A1	204532_x_at
UGT1A1	206094_x_at
UGT1A1	215125_s_at
	212656_at
	214332_s_at
	214331_at
TIGIT	
QSER1	
QSER1	219705_at
MKS1	218630_at
MKS1	
SYNJ2-IT1	
TSFM	212656_at
TSFM	214332_s_at
TSFM	214331_at
TSFM	
MEP1A	206000_at
MEP1A	
DRGX	
HJURP	218726_at
HJURP	
	213156_at
	213158_at
PTER	218967_s_at
PTER	
MIR568	213156_at
ZBTB20-AS1	
EIF5AL1	201123_s_at
EIF5AL1	201122_x_at
HMX2	
ZBTB20-AS5	
PLCB3	213384_x_at
PLCB3	
ZBTB20-AS2	
PARG	205060_at
PARG	
MIR4796	
ZBTB20-AS3	
YBX1P3	
ZBTB20-AS4	
EIF4E2P2	
C15orf48	
ZBTB20	205383_s_at
ZBTB20	213156_at
ZBTB20	213158_at
ZBTB20	
ZBTB20	222357_at
SPRTN	
DMRT2	
MAPK14	211087_x_at
MAPK14	202530_at
MAPK14	210449_x_at
MAPK14	211561_x_at
MSL3P1	
EGLN1	221497_x_at
EGLN1	
NADK2-AS1	
RNU6-1083P	
TRPM8	220226_at
TRPM8	
RNU6-713P	
SKP2	203625_x_at
SKP2	211042_x_at
SKP2	210567_s_at
SKP2	203626_s_at
SKP2	
RPS4XP15	
HAPLN3	
C12orf50	
MME-AS1	
MIGA2	
LINC01487	
STRIT1	
PABPC1P10	
FZD8	216587_s_at
YPEL5P1	
LINC02961	
TIAL1	202405_at
TIAL1	202406_s_at
TIAL1	217500_at
TIAL1	
RPL5P5	
KRT18P47	
ACAN	207692_s_at
ACAN	217161_x_at
ACAN	205679_x_at
ACAN	
FCRL1	
C12orf29	
C12orf29	213701_at
MLH1	202520_s_at
MLH1	
SARM1	
SARM1	213259_s_at
SARM1	213257_at
MYBL1	213906_at
MYBL1	
MIR5088	
CPT1C	
SPATA6L	220218_at
SPATA6L	
RNA5SP364	
TGFB2-OT1	
LRRC43	
TUBB8P10	
LINC00184	
QRSL1P2	
SLC46A1	
PAPPA2	
PAPPA2	213332_at
PAPPA2	211918_x_at
EED	209572_s_at
EED	210656_at
EED	
SLC16A9	
IL31	
H3P41	
B3GNT4	221240_s_at
B3GNT4	
RPS7P1	213941_x_at
RPS7P1	200082_s_at
UNC119	203271_s_at
UNC119	
FAM107B	
SORBS3	
SORBS3	209253_at
SORBS3	207788_s_at
ARHGEF4-AS1	
SMIM39	
	219350_s_at
FAM168B	212017_at
VPS33A	204590_x_at
VPS33A	
DNM1P46	
TSNAX-DISC1	
RNU7-185P	
NEK2P4	
RN7SL484P	
RN7SL5P	
NF1P8	
PTPRD-DT	
PIGS	
IARS1	204744_s_at
IARS1	
MED15P8	
RNA5SP402	
SPATA41	
RNU6-127P	
CERS3-AS1	
FAR2P4	
MAPK13	
MAPK13	210059_s_at
MAPK13	210058_at
RNU6-322P	
PRKXP1	
RNU6-181P	
LINC02206	
HMGN2P47	
KLF2P4	
SMAD3	
SMAD3	218284_at
SMAD3	205396_at
SMAD3	205397_x_at
SMAD3	205398_s_at
HEATR5B	
LINC02773	
CLPTM1LP1	
RPL21P1	200012_x_at
GOT2P2	
CLIP1-AS1	
LRRN2	205154_at
LRRN2	
SLC9A7P1	
PPIAP8	
SNORA53	
IKBIP	
G3BP1	
G3BP1	201514_s_at
G3BP1	201503_at
PPP2R5A	202187_s_at
PPP2R5A	202186_x_at
PPP2R5A	
TMPO	
TMPO	209753_s_at
TMPO	209754_s_at
TMPO	203432_at
SLC7A3	
BRPF3-AS1	
ALDOC	202022_at
ALDOC	
BRPF3	
ARL14EPP1	
RPL31P16	
CEBPZOS	
MIR6755	210656_at
MIR6755	209572_s_at
RPS23P8	
SETP17	
IL2RG	204116_at
IL2RG	
RN7SL225P	
CCDC81	220389_at
CCDC81	
CEBPZ	203341_at
CEBPZ	
OPTC	
UPF3B	218757_s_at
UPF3B	
C1orf100	
SLC30A8	
AAGAB	202851_at
AAGAB	202852_s_at
AAGAB	
RPS12P27	
	207416_s_at
NDUFAF7	
NDUFAF7	220943_s_at
SUCO	203429_s_at
SUCO	
ESRP2	219395_at
ESRP2	
PTP4A1P6	
MSN	
MSN	200600_at
	217747_s_at
ALG9	219374_s_at
ALG9	
TSKS	220545_s_at
TSKS	220544_at
RPS24P16	
ZNF596	
MIR6773	
PLA2G15	
PLA2G15	204458_at
AMMECR1	204976_s_at
AMMECR1	
BNIP5	
CYP51A1-AS1	
RNU6-841P	
	216713_at
IRX2	
	34031_i_at
MIR1285-1	
TUBB3P2	
ETV7	
ETV7	221680_s_at
ZNF526	
CALD1	201615_x_at
CALD1	201616_s_at
CALD1	201617_x_at
CALD1	
CALD1	212077_at
CALD1	205525_at
CALD1	215199_at
CALD1	215198_s_at
GNG5P2	207157_s_at
PRKD3	211084_x_at
PRKD3	218236_s_at
PRKD3	
LSINCT5	
SFR1	
ADRB2	206170_at
DKC1	201478_s_at
DKC1	201479_at
DKC1	216212_s_at
DKC1	
CDC20B	
ERF	203643_at
ERF	
OGA	200899_s_at
OGA	200898_s_at
OGA	214972_at
OGA	
SLC7A6	203578_s_at
SLC7A6	203580_s_at
SLC7A6	203579_s_at
SLC7A6	
TMEM145	
HNRNPA1P50	
SPAG5	203145_at
SPAG5	
SHROOM1	
MAGEA1	207325_x_at
MYRFL	
MPND	
PWWP4	
	219374_s_at
PRKD3-DT	
CDK16	
CDK16	207239_s_at
CDK16	208823_s_at
CDK16	208824_x_at
RNU6-939P	
QPCT	
QPCT	205174_s_at
ALG9-IT1	
GNG5P3	
FDXACB1	
KIF3A	213623_at
KIF3A	
ETV7-AS1	
ADGB-DT	
	220399_at
RNU6-906P	
KATNBL1P6	
FAM87A	
LINC02821	
	210928_at
ADGB	
ADGB	220614_s_at
C11orf1	
C11orf1	218925_s_at
KCNMB4	219287_at
KCNMB4	
RNU6-1116P	
DPYS	
DPYS	206065_s_at
CDC42EP3	209288_s_at
CDC42EP3	209287_s_at
CDC42EP3	209286_at
CDC42EP3	
RNU4-65P	
A2M	
A2M	217757_at
RN7SL670P	
MRPL50P2	
RPL37AP8	
LGALS12	
ATF3	202672_s_at
ATF3	
RNU6-1262P	
RAPH1	
SLC7A6OS	
DCSTAMP	
DCSTAMP	221266_s_at
RNU4-30P	
KCNIP2	221321_s_at
KCNIP2	
	207751_at
MIR548A3	
KLHL38	
SMPD3	219695_at
SMPD3	
ANGPT2	211148_s_at
ANGPT2	205572_at
SPAG5-AS1	
RNASEL	221287_at
KIAA0100	201729_s_at
KIAA0100	201728_s_at
KIAA0100	
CMTR1	
CMTR1	212380_at
EIF1P6	
PLAAT4	204070_at
OR2L1P	
	208301_at
PLXNA2	207290_at
PLXNA2	213030_s_at
PLXNA2	
SH3GL1	201851_at
SH3GL1	
PLAAT2	221122_at
ATL3	
RPL35AP33	
CCDC167	
RNU4-36P	
SLC31A1	203971_at
SLC31A1	
MLYCD	218869_at
MLYCD	
CDC26	
MIR4462	
IMMP1LP1	
MDGA1	
CNOT8	
CNOT8	202162_s_at
CNOT8	202164_s_at
CNOT8	202163_s_at
PRPF4	209161_at
PRPF4	209162_s_at
PRPF4	
RTN3	219549_s_at
RTN3	
ADAMTS17	
OSGIN1	
OSGIN1	219475_at
IGF1	211577_s_at
IGF1	209542_x_at
IGF1	209541_at
IGF1	209540_at
IGF1	
RNA5SP432	
SIRT5	219185_at
SIRT5	
SIRT5	221010_s_at
HSDL1	
LINS1	
LINS1	220121_at
USP11	208723_at
USP11	
KRT18P12	
SPATA45	
PLA2G4A	210145_at
PLA2G4A	
PNPLA1	
RNF183	
CHAF1A	214426_x_at
CHAF1A	203976_s_at
CHAF1A	203975_s_at
CHAF1A	
CDK6	207143_at
CDK6	
WDR31	
DNAAF1	222068_s_at
DNAAF1	
DNAAF1	215173_at
ZFTA	218641_at
ZFTA	
AVPR1A	206252_s_at
AVPR1A	206250_x_at
AVPR1A	206251_s_at
RN7SL596P	
ASB7	219996_at
ASB7	
SPINDOC	
SPATA48	
EIF1P3	
TOP1P1	208901_s_at
KIAA1549	
RPS3AP9	
LINC02869	
UBXN6	220757_s_at
UBXN6	
FAM3A	38043_at
FAM3A	209405_s_at
FAM3A	
SDF2	203090_at
SDF2	
ATP5MGP1	
MSRB3	
ADAD2	
SRP14P2	
ETNK2	219268_at
ETNK2	
SAAL1	
BSPRY	218792_s_at
CERS3	
MIR3135B	
DAZL	206588_at
DAZL	
HDHD3	221256_s_at
RPS12P28	
SUPT6H	208830_s_at
SUPT6H	208831_x_at
SUPT6H	208420_x_at
SUPT6H	
ALAD	218487_at
ALAD	218489_s_at
ALAD	
SLC38A8	
NECAP1P2	
TAF13P2	
DCTN1-AS1	
HES2	214521_at
HES2	
HES2	216674_at
	205671_s_at
HMGA1P8	
TMEM196	
ITGAM	205786_s_at
ITGAM	
PSMB8-AS1	
SHCBP1L	220996_s_at
SHCBP1L	
WDR54	
KNDC1	
POLE3	208828_at
POLE3	
THRB	207044_at
THRB	
GPNMB	
GPNMB	201141_at
C9orf43	
MIR4746	
CDC42SE2	
HDGFL2	
LINC01602	
RPL23AP22	216477_at
LINC01585	
CGAS	
	200741_s_at
RN7SL363P	
FES	
FES	205418_at
RPL26P26	
ASIC1	37953_s_at
ASIC1	205156_s_at
ASIC1	
HIGD1AP5	
SAA3P	222226_at
SAA3P	
INO80B	65133_i_at
INO80B	221251_x_at
INO80B	222093_s_at
SPINK1	206239_s_at
SPINK1	
RPL10AP5	
LPGAT1	202651_at
LPGAT1	
MRGPRX12P	
HFE	211326_x_at
HFE	211866_x_at
HFE	211863_x_at
HFE	206086_x_at
HFE	210864_x_at
HFE	211332_x_at
HFE	211329_x_at
HFE	211327_x_at
HFE	214647_s_at
HFE	211330_s_at
HFE	211331_x_at
HFE	206087_x_at
IMP3P1	
RN7SL722P	
FAM110B	221959_at
FAM110B	
MRGPRX4	
FAM27C	
GLTPP1	219267_at
MRGPRX13P	
MAPK9	203218_at
MAPK9	210570_x_at
MAPK9	
SLC25A51P4	
SAA4	207096_at
FGF8	208449_s_at
ZNF705CP	
PROX1	
PROX1	207401_at
FAM242E	222096_x_at
SAA2-SAA4	207096_at
SAA2-SAA4	208607_s_at
FAM66A	
FAM27E3	
INO80B-WBP1	65133_i_at
INO80B-WBP1	221251_x_at
INO80B-WBP1	222093_s_at
GDI1	
GDI1	201864_at
	222184_at
FAM27B	
FAM90A25P	
RN7SL787P	
RNU6-368P	
ALG1L12P	
WBP1	
FOCAD	218503_at
FOCAD	
SAA2	208607_s_at
SAA2	214456_x_at
ENPP7P6	
IDO1	
IDO1	210029_at
RPL23AP18	
BRINP3-DT	
DUTP6	
	203417_at
SLC25A13	203775_at
SLC25A13	
PFKFB2	
PFKFB2	209992_at
PFKFB2	207931_s_at
PTCD1	218956_s_at
PTCD1	
GFRA1	205696_s_at
GFRA1	
RAB34	
ITGAX	
ITGAX	210184_at
TAS2R4	221392_at
MRPL53	
RNA5SP333	
CCM2	
OR7E5P	
OR5F1	
OR5F2P	
OR5AQ1P	
CCDC142	
OR5J1P	
OR5BE1P	
C12orf75	
OR8I4P	
OR5BN2P	
OR8H3	
EFR3A	212150_at
EFR3A	212149_at
EFR3A	
OR5BN1P	
OR8K4P	
PORCN	219483_s_at
PORCN	
OR8K5	
OR5J7P	
OR5J2	
OR8V1P	
OR4V1P	
OR4P1P	
OR5D2P	
VN2R9P	
PLIN5	
OR9L1P	
OR9I3P	
OR9I2P	
OR5BL1P	
TTC31	218838_s_at
TTC31	
OR10Q1	
MIR6128	
RNU1-19P	
SMIM41	222304_x_at
MMRN2	219091_s_at
MMRN2	
KLRC3	207723_s_at
SH2D1A	210116_at
SH2D1A	211210_x_at
SH2D1A	211211_x_at
SH2D1A	211209_x_at
OR5BB1P	
TNPO3P1	
OR4D8P	
SSU72P1	
OR4D11	
OR4D7P	
HTR2C	211479_s_at
HTR2C	207307_at
SNCG	209877_at
OR5B1P	
OR5B15P	
ZNF268	209989_at
ZNF268	
OR2AH1P	
TMEM230P2	220477_s_at
OR8U1	
OR5AL2P	
SNRPD2P2	
OR5AL1	
OR8U3	
NENF	214075_at
NENF	218407_x_at
NENF	
OR5M4P	
OR5M9	
ADIRF-AS1	
OR5M2P	
HACD4	
ITGAD	
RPL36AP53	
ADIRF	203571_s_at
OR5M7P	
SNORA35	
LRG1	
MIR764	
MIR1912	
MIR1264	
MIR1298	
MIR1911	
HSPA8P7	
MIR448	
OR5M6P	
OR5M5P	
RPS26P57	
	221850_x_at
	221971_x_at
TAFAZZIN	
TAFAZZIN	203977_at
TAFAZZIN	37278_at
PTP4A1P7	
IFNNP1	
	221497_x_at
IFNB1	208173_at
LINC01740	
IFNWP4	
TNFAIP8L1	
IFNW1	207817_at
IFNA21	211145_x_at
LBX2	
BMS1P3	
SMIM27	78383_at
SMIM27	221979_at
ERVV-2	
TATDN3	
AGAP11	221850_x_at
AGAP11	221971_x_at
PCGF1	210022_at
PCGF1	210023_s_at
PCGF1	
FAM25A	
SEC16A	215696_s_at
SEC16A	
GAP43	204471_at
GAP43	216963_s_at
RUVBL2	201459_at
RUVBL2	
RNU6-529P	
SHLD2	
SHLD2	220547_s_at
BLM	205733_at
BLM	
OC90	
COX6A2	206353_at
RPL15	221476_s_at
RPL15	221475_s_at
RPL15	
ZNF843	
RN7SL733P	
HNRNPA3P4	
RBMXP1	
MYB-AS1	
RAB18	
MIR548A2	
CRYGN	
ARMC5	
UTP23	
TLX2	211049_at
TLX2	207410_s_at
TLX2	
ZNF92	
DQX1	
AHI1	221569_at
AHI1	220841_s_at
AHI1	
AHI1	220842_at
RAD21-AS1	
MIR3610	
AARD	
WDR86	
RN7SL303P	
RHOBTB2	
RHOBTB2	209441_at
MIR210	
TGFB1I1	
TGFB1I1	209651_at
MIR6798	
LHB	214471_x_at
DYRK2	202968_s_at
DYRK2	202969_at
DYRK2	202970_at
DYRK2	202971_s_at
DYRK2	
	205387_s_at
AUP1	220525_s_at
AUP1	
NTF6A	
RN7SKP187	215887_at
ZNF277-AS1	
NTF6G	
MTND5P8	
NTF6B	
MTND6P24	
MTCYBP24	
CGB5	205387_s_at
LINC01231	
IFRD1	202146_at
IFRD1	202147_s_at
IFRD1	
WASHC4	
WASHC4	215936_s_at
WASHC4	212795_at
WASHC4	212794_s_at
RFX3	
RFX3	207234_at
CNBP	206158_s_at
CNBP	
RN7SL708P	
SNRNP70	201221_s_at
SNRNP70	
SNRNP70	213121_at
TNFRSF10B	209294_x_at
TNFRSF10B	210405_x_at
TNFRSF10B	209295_at
TNFRSF10B	
LINC02862	
ATIC	
ATIC	208758_at
ADGRA1	
RPL23A	213084_x_at
RPL23A	208825_x_at
RPL23A	208834_x_at
RPL23A	203012_x_at
RPL23A	
XPC	209375_at
XPC	
GPAM	
HMGN1P4	
TMEM267	219029_at
TMEM267	
SELP	206049_at
SELP	
LIN7B	219760_at
LIN7B	
SNORD42B	
SNORD4A	
SNORD42A	
SNORD4B	
TLCD1	
PCDH1	215277_at
PCDH1	203918_at
PCDH1	
KANK1	213005_s_at
KANK1	
	210483_at
	210484_s_at
C19orf73	220151_at
TNFRSF10C	206222_at
TNFRSF10C	211163_s_at
TNFRSF10C	210484_s_at
VN1R6P	
ZNF845	
NEK8	
LSMEM1	
ZNF525	
CLDN11	206908_s_at
CLDN11	
FYB1	205285_s_at
FYB1	211795_s_at
FYB1	211794_at
FYB1	
TNFRSF10D	210654_at
NPM1P14	
ZNF765	
NOS3	205581_s_at
NOS3	
TECTB	
KANSL2	221821_s_at
KANSL2	
IGF2BP2	218847_at
IGF2BP2	
TNFRSF10A	
MIR6715B	
MIR6715A	
GUCY2GP	
SLC5A2	
SLC5A2	207771_at
RPL39P36	
TPM3P9	
RPL31P58	
SLC4A1APP2	
RSL24D1P4	
ZNF813	217665_at
ZNF813	
CAMK1G	215161_at
CAMK1G	217128_s_at
CAMK1G	
TPM3P6	
ZEB1	212758_s_at
ZEB1	210875_s_at
ZEB1	212764_at
ZEB1	
	217665_at
TNFRSF10A-AS1	
RPL23AP55	
TNFRSF10A-DT	
OSTCP3	
RN7SL317P	
RNU6-698P	
CHMP7	212313_at
CHMP7	
MIR512-1	
MIR512-2	
MIR1323	
MIR498	
MIR520E	
MIR515-1	
MIR519E	
MIR520F	
MIR515-2	
MIR519C	
MIR1283-1	
MIR520A	
MIR526B	
MIR519B	
MIR525	
MIR523	
MIR518F	
MIR520B	
MIR518B	
SLCO1B3	
SLCO1B3	206354_at
MIR526A1	
MIR520C	
MIR518C	
MIR524	
MIR517A	
MIR519D	
MIR521-2	
RNU6-803P	
MIR520D	
MIR517B	
MIR520G	
MIR516B2	
MIR526A2	
MIR518E	
MIR518A1	
RNU6-980P	
MIR518D	
MIR516B1	
MIR518A2	
RUSF1	222190_s_at
RUSF1	217891_at
RUSF1	
MIR517C	
RN7SL190P	
MIR520H	
RNU6-982P	
MIR521-1	
RNU6-751P	
MIR522	
MIR519A1	
MIR527	
TENM1	205728_at
TENM1	
MIR516A1	
MIR1283-2	
RNU6-1041P	
MIR516A2	
MIR519A2	
REXO1	
ZNF672	
ZNF672	218068_s_at
ABCB11	
FURIN	201945_at
FURIN	
HHLA1	221162_at
MIR6893	
TONSL-AS1	
LINC02771	
CYHR1	213072_at
CYHR1	213681_at
CYHR1	
MOCS2	218212_s_at
MOCS2	
SPATS2	
SPATS2	218324_s_at
LINC01735	
LAMB3	209270_at
LAMB3	
LINC01028	
KCNJ2	
KCNJ2	206765_at
MIR1909	
CALM2P1	
ZACN	
KLF16	
UBE2V1P6	
ZNF80	207272_at
AHSP	219672_at
ABHD17A	221267_s_at
LRP2	205710_at
LRP2	
KIFC2	
GALR2	211226_at
LINC02190	
ALDH1L1	205208_at
ALDH1L1	
ALDH1L1	215798_at
TLR8	220832_at
VN1R64P	
VN1R65P	
FRG2KP	
ASIC3	207561_s_at
ASIC3	
TMSB4X	216438_s_at
YBX3P1	
KRBOX5P1	
VN1R66P	
EXOC7	212026_s_at
EXOC7	215413_at
EXOC7	212034_s_at
EXOC7	212035_s_at
EXOC7	
EXOC7	214802_at
ARL6IP1P2	
RNU6-811P	
CDIPT	201253_s_at
CDIPT	
LINC00993	
SCAMP4	
SCAMP4	213244_at
FAM9C	
RN7SL314P	
TMEM161BP1	
