hgnc_symbol	affy_hg_u95e
SMTNL2	
RN7SL269P	
LIPT2-AS1	
MIR3122	
RNA5SP63	
RN7SKP98	
RNA5SP77	
KCNE3	68984_at
KCNE3	86424_at
KCNE3	68986_at
RNU6-418P	
LUC7L	
RN7SKP12	
MIR3124	
RNU6-1240P	
NR0B1	
	73104_s_at
RNU7-56P	
TXLNG	86593_at
NKX1-1	
LINC01996	
TFG	
TFG	88110_at
TFG	70744_at
RNU6-955P	
TMCO1-AS1	
ALOX15	
CAMK2N1	77759_at
CAMK2N1	
MUL1	
MIR95	
GMPSP1	
HTRA3	
RPS4XP4	
FAM43B	
CDA	
CTSF	
CNPPD1	
SPATA31C2	
PINK1	
KIRREL2	
KIRREL2	82837_at
RPL12P49	
SPTLC1	
SPTLC1	77411_at
OCLN	82255_at
RBBP7	
MIR6084	
PINK1-AS	
PELP1	
ZNF101P2	
SCARNA18B	
CDC73	
CDC73	72467_at
MIR200C	
MIR141	86493_at
	86493_at
SCARNA12	
TPI1	
CLDN15	
ABLIM2	
ABLIM2	84025_at
ABLIM2	84028_r_at
ABLIM2	84026_s_at
SLC27A6	
RN7SL760P	
RETREG2	90002_at
RETREG2	
RETREG2	71564_r_at
GYG1P1	
MIR1278	
B3GALT2	
ELOC	
ELOC	78247_at
LINC01031	
LINC01758	
PELP1-DT	82382_at
SGO1P1	
RNU4-6P	
RN7SL538P	
SLC35C2P1	
PIN1P1	
REPS2	
LRRC7-AS1	
LRRC40	
ARRB2	
ISOC1	
TSGA13	
ATXN2	
RN7SL242P	
ZFAND2B	
ANKRD13C	
CNTRL	
MIR4633	
RNU6-112P	
ZNF75A	
ZDHHC11B	68242_at
ZDHHC11B	
HERC5	
TMEM70	
HHLA3-AS1	
MARCHF11-DT	
NACAP6	
CTH	77777_at
CTH	
LINC02150	
ZNF622	
MIR1236	
XPO6	
CBX1P2	
ZKSCAN5	
PABIR3	68728_g_at
PABIR3	68726_at
PABIR3	
RPS20P21	
DSTNP3	
LY96	
PDCD6-AHRR	88658_at
PDCD6-AHRR	
ENC1	
CHORDC1P5	
CASP3P1	
APLP1	
RNU6-1300P	
SMIM3	
RPS3AP32	
RNU6-1197P	
PPP1R42	
MAN2A1	77854_at
MAN2A1	
NCOA4P2	
PYURF	
PIGY	
PIGY-DT	
RPL11	87779_f_at
RN7SKP244	
GRIA2	
TMEM130	
ANGPT1	
MOSPD1	83239_at
MOSPD1	
PITHD1	91143_r_at
PITHD1	
C4B	83226_at
RNU6-616P	
LINC02243	
HMGB3P31	
SMIM10	76329_at
TCEAL8	
LYPLA2	
ABCB6	
TCEAL5	
STC2	
BEX2	
RNA5SP341	
ZNF205	
RN7SKP259	
RN7SL605P	
RTN4RL2	83228_at
RTN4RL2	86384_at
ABCA2	71904_at
ABCA2	
OR2V2	
ANXA2R	89894_at
APBB3	
ARHGAP4	
SLC43A1	
RBM12B	74540_at
RBM12B	
GALE	
MED11	
LDHD	
ZNF7	
CXCL16	
RN7SL402P	
AOC1	
NFKBID	
ZMYND15	
FLYWCH1	
ATG9A	
RNU6-1227P	
WDR48	
TIMM10	
UBE2L6	
HCST	89842_at
STARD5	
TM4SF5	
SUMF2	
MIR5699	
DIP2C-AS1	
VMO1	88741_at
SEPTIN14P12	
BRD7	
BRD7	91003_at
RPS4XP13	
MRPS21P3	
TYROBP	
CTNNA3	
TMPRSS11A	
GLTPD2	90187_at
THAP12P8	
	90187_at
RFKP1	
TMC3	
PSMB6	
HNRNPA1P42	
TMX2	
MIR3123	
LRRC2-AS1	72451_at
TDGF1	
C17orf114	
PURG	
PLD2	
APCS	
GASK1B	
MIR320A	
CRPP1	
RPL34P17	
CRP	
ALKAL1	
ALDH1B1	78124_at
ALDH1B1	
RPL7AP51	
MIR7151	
AKR1B10P1	
RPL21P92	
DNAJC12	
DOK2	
DUSP23	
IGFBPL1	
ALS2CL	
RPS12P26	
ARMC8P1	
TCEA1P3	
GAS2L1P1	
VN1R48P	
	67097_at
FAM220BP	
CLEC18C	
CLEC18C	89989_at
SNX18P3	
NGRN	67097_at
NGRN	
FAM201A	
RNU6-1250P	
RN7SL394P	
DNAJC19P1	
RNU6-523P	
RPL12P8	
FCRL6	
SIRT1	
YWHABP1	
RNU6-765P	
CPEB2	83640_at
CPEB2	
B3GALT9	
B3GALT9	91358_at
DENND4C	
XPO7	
PPIAP42	
SERPING1	
RPS3AP38	
RN7SL220P	
SLAMF8	
POU5F1P5	
NAA10	
DNAJB12	
VSIG8	
FAH	
	81149_at
CFAP45	
DUSP13	
SAMD1	
MINK1	
ANKZF1	
MIR4259	
UPF1	
SLAMF9	
TAS2R1	
DOK3	73705_at
DOK3	
SCN2B	
RPS6	
RNA5SP206	
H2AC6	
H1-12P	
	70742_at
RNF216	
SNHG28	
OR8G3P	
H3C4	
HTATIP2	
H2AC7	
H3C5P	
H2AC9P	
H1-3	
H4C6	
H4C7	
H3C7	
H2AC10P	
H2BC10	
TMIE	67459_at
H3C9P	
BMP3	
BTN3A2	
BTN3A2	74826_at
MIR4254	
NDUFA5P3	
HMGB1P19	
ACER2	
PRSS50	
RPL13	76524_at
RPL13	
MIR4663	
C8orf76	
RPS23	
MAP1LC3BP1	
ATP1A1	
ATP1A1	87941_r_at
PRSS46P	
C11orf98P1	
IQCM	
RPGR	
SORCS1	
SLC24A2	
PRSS43P	
PRSS44P	
SH3D19	
PRSS42P	
ETNK1	
ETNK1	81429_at
ETNK1	89905_at
KIAA0895	
MYL3	
PLAAT5	89918_at
DCP2	85532_at
DCP2	
ZHX1-C8orf76	
UBA52P5	
RIC1	
ZHX1	79541_at
ZHX1	
GDF1	
NKD1	
NKD1	88593_at
CTXND1	
DUT-AS1	
RNU6-628P	
FAM83A	
FAM83A	86024_at
FAM83A	89360_at
DUT	
RN7SL734P	
PPP6R3	
PPP6R3	81396_at
PPP6R3	67715_s_at
PHLDA1-AS1	
COPE	
PHLDA1-DT	
PTH1R	
FBXL15	
GLB1L	
ZNF608	
NAP1L1	91546_r_at
NAP1L1	91189_r_at
NAP1L1	72989_at
NAP1L1	89985_at
NAP1L1	91187_s_at
NAP1L1	91311_at
NAP1L1	
NAP1L1	73229_at
BTN2A2	
SH2D4B	
PHF14	
RNU6-817P	
LINC01762	
LINC01762	69592_g_at
LINC01762	69590_at
MIR3181	
LINC02168	
RNA5SP426	
HMGB3P32	
ZBTB41	
MIR548V	
RNA5SP256	
ANTXRL	
MTUS1	
ADGRG1	
EFNA4	
GAPDHP40	
AGAP5	
EFNA3	
TTC1	80398_at
TTC1	
EFNA1	
LBX1	
FAM25G	
HTR5A	
LINC02680	
C10orf90	
AK4P4	
MLANA	
SLC50A1	78359_at
SLC50A1	
CEP41	89823_at
CEP41	
CEP41	87227_at
OCIAD1	
FABP6-AS1	
FBN1	
FBN1	80416_at
ADAMTS19	
STK16	
ATP6V0CP1	
RN7SL784P	
CHRNE	
P4HA1	
ERMP1	
ERMP1	82895_at
BTN3A1	
C17orf107	
C17orf107	88095_at
DDX49	
MIR5010	
PTP4A2P1	
NAGLU	
PLK2	
MECP2	
HSD17B1P1	
HSD17B1	
NBEAL2	
COASY	
HMGN2P18	
KRTCAP2	
ADAM12	
BTN3A3	
TUBA4B	
MIR92B	
THBS3	
PTPRN	
ALG13	91179_s_at
ALG13	67670_at
ALG13	
ALG13	91181_at
MIR548AE2	
LINC02108	
LINC00492	
PSMC3IP	
LINC00491	
HOMER3	
EIF3KP1	
GIN1	
PIGCP2	
FBN1-DT	
CD24P2	
RFX7	
RFX7	74073_at
OR2V1	
LAMB1	
RNU7-175P	
SUMO2P5	
IL11RA	
CERT1	
SELENOKP3	
ASF1A	
NRADDP	
MCM9	
MRPL57P3	
ACVR2B-AS1	
ACVR2B	
RNU6-1287P	
HMGB1P33	
FAN1	83006_at
FKBP15	
RETREG3	
TGFB1	
TGFB1	76345_r_at
COPS5P1	
EPHA7	82275_at
EPHA7	
PRKCSH	
LIPK	
DDTP1	
RPL18AP7	
ZFYVE27	
LRRFIP1P1	
ZNF639	70307_at
ZNF639	
ATP5MGP7	
HMGB3P27	
TUBG2	
PLEKHH3	
C11orf71	
MFN1	69284_at
MFN1	
MIR153-1	
RBM7	
EEF1A1-AS1	
RESP18	
RPS27P15	
LINC01973	
RNU1-80P	
UBE2V2P2	
RNU6-625P	
EIF5AP2	
MTO1	
TK1	
ECRG4	
MPP7	
MPP7	69410_at
MADCAM1-AS1	
TPGS1	
RMI1	
CDC34	
AQP7	76978_at
AQP7	
ARNTL	
UXS1	
LINC02931	
UBE2DNL	
BIRC5	
GZMM	
FIRRE	
RNU6-466P	
	82726_at
SORBS1	
MIR211	
DIRAS1	
CD99P1	
CD99P1	68709_at
SLC39A3	
SGTA	
SLC25A5-AS1	74463_at
LINC00630	
GNB4	
NOL6	91734_at
NOL6	90063_at
SEPTIN11	71663_at
SEPTIN11	
THA1P	
LINC01993	
KRBA2	
KRBA2	75842_at
HCCS-DT	
CAVIN1	
RNU7-97P	
MIR548AT	
MIR222HG	
RNU6-1271P	
TIGAR	
STAT3	
STAT3	72375_at
RPL22P10	
RNU6-586P	
RNU4ATAC4P	
SRSF3P4	
DNAJB6P4	
RNU6-387P	
FTX	
RNU6-1031P	
FGF23	
EXOSC2	
EXOSC2	88242_at
EXOSC2	90936_at
MED15P9	
CR1L	
CCND2	73316_at
CCND2	
CCDC74B	77641_at
CCDC74B	
CD46P1	
CDCA4P3	
CDCA4P4	
CD34	
GDF11	69349_at
GDF11	
PRDM5	
SARNP	
THOP1	
LINC02767	
OR10J6P	
RNU6-828P	
RNU6-37P	
RN7SL731P	
MTHFD2P7	
PGD	
PGD	71426_f_at
LRRC61	78646_at
ACTL6A	
MZT2B	
RNF208	
RARRES2	
SNAPC4	
ORMDL2	
TUBA3E	
CENPS-CORT	
MMP19	
FAM240B	
MIR199B	
MIR3154	
RHOQP3	87788_s_at
RHOQP3	80431_at
NR4A3	
NOC2LP1	
PCDH18	
DUSP28	
POLK	
CENPS	
ADGRG3	
KRT18P52	
AK2P2	
DPY30	
CADM1	
DFFA	
DFFA	86020_at
STX17	90126_at
STX17	
ZNF554	76606_at
ZNF554	
SLC30A6	
WDR17	
REPIN1-AS1	
SDHDP2	
NUP205	
OLA1P3	
NSA2P1	
ZNF555	
GSTP1P1	
SNORA77	
LAX1	
DGKA	
DRC7	
RPL35AP5	
ZNF556	
SNRPE	82273_at
SNRPE	
KRT8P29	
KEAP1	
SMPDL3B	
DDX50P1	
RNU6-647P	
RPL7P13	80387_s_at
MRPL47	
MTCO1P42	
MIR8485	
RNA5SP111	
TMEM202	
RN7SL75P	
RPS2P35	
NANOGP5	
FAM86B2	
SCN3A	
PHB1P20	
	80982_at
CDK5RAP2	
CDK5RAP2	70707_at
DANT2	
ATG4D	
OSR2	
HEXA	
	78845_at
RN7SL559P	
NKAPP1	86356_at
NKAPP1	84392_at
XKR8	
CPN2	
LRRC15	
FAM89A	
RNU6-1101P	
RPL23AP93	
TM9SF5P	
CCAR2	
MIR1182	
LSG1	79474_at
LSG1	78430_at
LSG1	
G3BP2	
G3BP2	67246_at
C1orf131	82285_at
C1orf131	
KATNB1	
CALCA	
LINC02595	
LINC01278	
RNU7-140P	
MIR1238	
FAM43A	
BHLHE40	
KRI1	
ANKDD1B	87147_at
ANKDD1B	
LINC01144	
TOE1	
RHOXF1-AS1	
RNF10P1	
UBTFL8	
SCRN1	
MIR223HG	
LINC01186	
TESK2	
DNAH5	
LINC00892	
ARL8B	
ATP6AP1-DT	
MIR6772	
MMGT1	
PPIAP36	
RNU6-20P	
CCDC163	
ZC4H2	
UCP2	
EDEM1	
CYLD	
FKBP14-AS1	
FKBP14	77753_at
FKBP14	
DMD	
MMACHC	
AEBP1	
MIR4790	
RN7SL553P	
LINC02897	
FGFR3P6	
WNT5A-AS1	
	84158_at
ZNF731P	
ERC2-IT1	
MIR3938	
RN7SKP45	
RNA5SP133	
MIR3916	
RNA5SP82	
CCDC66	
VN1R17P	
VN1R5	
CDKN2D	
OR2W5P	
GCSAML	
AP1M2	
PCM1	73078_s_at
PCM1	77262_at
PCM1	
ERCC8	
NQO2	
MIR4649	
RNA5SP230	
MYL7	88153_r_at
MYL7	88149_f_at
MYL7	
MAPRE1P3	
RNU7-9P	
RNU6-613P	
FBXO36	72895_at
FBXO36	
LEF1	90453_at
LEF1	
SLC44A2	
RNU6-964P	
FBXO36-IT1	
RNU6-1027P	
RCC2P7	
SLC16A14	74782_at
SLC16A14	
DST-AS1	
VPS37D	81931_at
RPL17P26	
RNU6-626P	
BEND6	
LPAR5	
DNAJC30	83429_at
RN7SL418P	
ACRBP	
RNY4P19	
OSTCP6	
SCYGR10	
FTH1P15	
BUD23	
MRPL30P1	
KIAA1586	85004_at
KIAA1586	
	82124_at
SLC19A3	86499_at
SLC19A3	
SCN11A	
OR2G2	
OR2G3	
OR3D1P	
RNU6-991P	
CHRM3-AS2	
CHRM3-AS2	69373_at
CHRM3-AS1	
FOXP4	85975_at
FOXP4	88925_at
FOXP4	86431_at
FOXP4	
RPS7P5	
ADH5P3	
CHRM3	
RNA5SP121	
SNRPGP8	
FAM102B	
CCL20	
ZSCAN26	
TDGF1P2	
DAW1	81634_at
DAW1	
ING4	
ECT2L	
QTRT1	78349_at
QTRT1	
ZNF710	
ZNF710	86483_at
RPSAP34	
ZACNP1	
HENMT1	
EXOC7P1	
BMPR1B	84011_at
BMPR1B	
MIR3174	
ZNF710-AS1	
IDH2	79776_r_at
IDH2	
GUSBP17	
GLI2	
	85009_at
RNU6-1153P	
CARTPT	
AKTIP	
MIR638	
MIR4748	
MIR199A1	
MIR6793	
TMED1	
RNA5SP190	
FABP5P6	
SYTL3	87661_at
SYTL3	87664_g_at
SYTL3	80332_at
TUBAP15	
STMN4	
HSD17B4	
C19orf38	
MAGEF1	
IDH2-DT	
LINC02069	
GABARAPL3	
ZNF774	
THBS2	
C3orf70	86318_at
STX1A	
SP140	
EHHADH-AS1	
HIKESHIP2	
EIF2S2P2	
MIR5588	
NDUFA3P4	
TECTA	
PRPF38B	83236_at
PRPF38B	
IQGAP1	
VPS8	
ZNF331	
ZNF331	87610_at
FNDC7	
SPIRE2	
RAB28	
KIAA1549L	
STXBP3	
PTMS	
SLC17A2	
SNX19	
SDR9C7	
GPR182	
RAB5C-AS1	
TCF25	
KCNH4	
ZBTB39	
PMP2	
TAC3	
MIR4284	
RN7SL265P	
CLDN3	
SFMBT2	
METTL27	
SPATA42	
RANP5	
TMEM167B-DT	
TMEM167B	87950_at
FABP9	
FABP4	76163_at
TMEM270	
SCARNA2	
HCRTR2	
HCRT	
GHDC	
RBM28	
DAP3	
FTH1P11	
OOEP	
IMPA1P1	
SMLR1	
APOBEC2	80653_g_at
APOBEC2	80652_at
NIPA2P4	
RPS26P34	
SLC10A5P1	
IMPA1	
FTH1P21	
FAM168A	
PIK3R4	
SPECC1-DT	
KCTD9P1	
RNU6-258P	
RNU6-1057P	
RNU6-467P	
UPF3AP2	
RNU7-27P	
ZNF207	
ZNF207	69003_at
ZNF207	76393_at
GLRX3P2	
PRRT4	
PRPF4B	
RNU6-35P	
ELOVL6	91443_at
ELOVL6	
CYP2R1	
HSPE1P3	72987_f_at
ASAH2	
SPINT1	
IMPDH1	
	85371_at
ZEB2-AS1	
RN7SL275P	
HSBP1P2	
RNF14P2	
RNU6-205P	
ZBED1P1	
RPL7L1P13	
ZNF969P	
LINC01438	
MIR297	
LYPLA1P2	
CABP4	
RNU6-289P	
DYTN	
LINC02945	
RN7SKP212	
GSTO3P	
CCDC34P1	
TUBB8P3	
FAM241A	
RNU6-726P	
CLDN1	77660_at
CLDN1	
MYO1A	
AP1AR-DT	
AP1AR	
AP1AR	71523_r_at
NCAM1	
FAM217A	
FXYD4	76643_at
FXYD4	
GCNT1P3	
LPIN1	
CLDN16	
CLDN16	73709_at
HNRNPF	
PENK-AS1	
C6orf201	
MSTO2P	
UBR5-DT	
CLK3	73728_at
CLK3	
SYT11	
TIFA	70543_at
TIFA	
SNORD3J	
LINC00964	
LINC00964	81875_at
LINC02916	
RNU7-193P	
ZNF239	
RTEL1P1	
RIT1	74221_at
RIT1	
TOX4P1	
MC1R	
MFSD10	
ECI2	
CAP1P2	
ZNF485	
GAS8	
ZNF32-AS3	
RPL21P88	
ZNF32	
ATP2C1	
ZNF32-AS1	
ZNF32-AS2	
ZNF487	
KHDC4	
GSK3A	
CCNJ	
SLC47A2	76446_at
SLC47A2	
LINC03018	
LINC00534	
NEMP1	
MIR3157	
RNU6-271P	
NPM1P25	
PRF1	
ADAMTS14	
NOP14	
	83968_at
NAB2	
SLC10A5	
GAS8-AS1	
SNORA80E	
SCARNA4	
URAHP	
MIR6738	
ARHGEF2-AS2	
ZFAND1	
ARHGEF2-AS1	71546_at
TUBB8P7	
SSR2	
CICP25	
DBNDD1	
RPS26P40	80564_at
PCBD1	
STAT6	
ZNF574	90219_at
ZNF574	
TBATA	
MIR4323	
DEDD2	
HEATR3-AS1	
TLX1NB	
ACTG1P16	
RNY4P3	
TLX1	
RPL10P14	
DHRS7C	
MIR138-2	
SLC12A3	
SLC12A3	77518_at
CALHM2	
RN7SL836P	
GRK4	
GIPR	85939_at
GIPR	
CLUH	
ECI2-DT	
CALHM1	
CALHM3	
NEURL1-AS1	
CALML4	
RPS6KA2-AS1	73719_at
SH3PXD2A-AS1	
RN7SL524P	
CTSLP3	
RNASET2	79179_at
RNASET2	74250_at
RNASET2	
RNASET2	84793_at
GLUD1P2	
RNA5SP311	
PTPN20	
SH2D7	
VEGFB	
UBQLN4P2	
UBQLN4	
UBQLN4	67588_at
RETREG1	
RETREG1	79650_r_at
DNAJA4	
DNAJA4	83511_at
RNU7-54P	
	91386_at
CLHC1	
HILPDA	
LINC02705	
MIR6503	
MS4A12	
RAB25	
HILPDA-AS1	
DDX24	67843_at
METTL2B	91386_at
METTL2B	87039_at
METTL2B	78996_at
METTL2B	67359_i_at
METTL2B	91387_at
METTL2B	
PMF1-BGLAP	
MS4A13	
CDPF1P1	
MTIF2	
MIR642A	
MIR642B	
TNPO1	74702_at
TNPO1	
	77371_at
	77342_at
BGLAP	
QPCTL	
MIR548O	
ALKBH4	
MS4A4A	
SMG5	
LRWD1	
FBXO46	
MIR6863	
RPS24P17	
HERPUD1	
FOXO3B	
SEMA6B	83109_at
SEMA6B	
MIF4GD	
RNU6-204P	
HTT-AS	
PRKCH	
PRKCH	75586_r_at
CHMP4C	
MSANTD1	82757_at
MSANTD1	
RNU6-1247P	
RNY4P20	
RN7SKP268	
ZBTB2	71239_at
RMND1	77401_at
RMND1	
RPL7AP29	
HNRNPA1P36	
PLAC8	
GPAT4-AS1	
SERINC4	
KRT18P37	
GINS4	
GINS4	87976_at
GINS4	73514_at
MIR5090	
MIR4467	
RASA4B	78942_at
RASA4B	
TMEM79	
MMP10	
C17orf58	
HSPA8P15	
ZNF121	88235_r_at
ZNF121	
ARMT1	
ZNF829	
CCT3	
COQ2	
ERBB2	
CCDC170	
GPAT4	
TBC1D2B	
TBC1D2B	68481_at
PRORSD1P	
KANK2	
RNU6-813P	
KAT5	
H4C3	
FAM162B	90064_at
GPRC6A	
	78004_at
HPSE	
SLC7A8	
POLR2J3	91460_at
POLR2J3	
RPS29P13	
RNA5SP214	
RFX6	
OR5C1	
STPG3	
PSG1	
GOLGA7	
CETP	
TRIP12	
RNA5SP220	
MIR3668	
MIR4465	
RPS3AP24	
LINC02538	
LINC02487	
	79434_r_at
KIF25-AS1	
OR2A4	83705_at
CTAGE9	
ANKRD63	
MIR548H5	
SELENOKP2	
CSK	
RN7SKP245	
ZNF865	
CCN2	
	78942_at
PRSS57	
SNAPC3	90650_at
SNAPC3	
UPK3BL1	91460_at
SPACA6	
SPACA6	91666_at
	91460_at
AKAP7	
RASA4DP	
RPL7AP39	
MIR4283-1	
TNRC18P3	80583_f_at
SLC29A4P1	
PHKG1P4	
SEPTIN7P15	
NIBAN3	
MTATP6P8	
MTCO3P10	
MTND4LP32	
MTND4P4	
MTND5P6	
MTND6P29	
MTCYBP29	
GUSBP10	
MTND1P4	
MTND2P6	
MTCO1P10	
SYNGR2	69924_at
SYNGR2	
MTCO2P10	
MTATP6P10	
MTCO3P4	
MTND4P5	
MTND5P7	
CPNE2-DT	
RNF146	
MTCYBP5	
CPNE2	
GUSBP12	
RNU7-157P	
MIR3147HG	
NXNL2	
RNA5SP217	
YWHAZP4	
UNC13B	
RPL5P18	
SRA1	
MIR3147	
VN1R28P	
SAPCD2P2	
CFAP69	
CRISP1	
GPX2	72993_s_at
BCAS3	
RHBG	
RNASEH2C	
RNASEH2C	89778_at
RNASEH2C	89780_g_at
RNASEH2C	89782_at
CALM1	
JADE2	
JADE2	75138_at
GDPGP1	
GOLGA2P8	
RNU6-449P	
PSME3IP1	
HNRNPA1P74	
DEFB133	
UNC13C	
DEFB114	
DEFB113	
KRT8P26	
AP5B1	83893_at
AP5B1	81822_at
DEFB110	
OVOL1	
DEFB112	
PBOV1	
PTCHD4	
OVOL1-AS1	76799_at
ZKSCAN8	
FRMPD2B	68759_at
WDR55	80365_at
CFL1	
MIR9-1	
BMPR1A	
MEX3A	82387_at
MEX3A	78050_at
MEX3A	
CYP4X1	
HELQ	86156_at
HELQ	
HDAC7	
CYP4Z1	
HMHB1	
EAPP	
CCDC192	
GTPBP10	
GTPBP10	75180_at
OR2Y1	
GPR151	
TUBAP9	
CYP4A22-AS1	
TCERG1	83507_at
TCERG1	
MTND1P34	
IL16	
LINC00853	82815_at
PDZK1IP1	
OPN4	
HNRNPC	
ADGRB3	
LINC01389	
BNIP3	
FOXE3	
FOXD2-AS1	74159_at
ZNF17	
VHLL	
LRRC52	
IGSF3	
MRPS18C	
ARHGAP39	
MBD3L2B	
SNX32	
FFAR2	
CXCL12	
HSH2D	84981_r_at
HSH2D	
SYNE1-AS1	
RNA5SP223	
NANOGP11	
HSPD1P16	
ARL2BP	
CNR1	
ABRAXAS1	
OR6L2P	
OR7M1P	
CYP2E1	
DMTN	
CLDN12	75180_at
CLDN12	
CLDN12	74629_at
MUS81	
MUS81	85124_at
PLLP	
EXOC3L2	
GLUL	
RPL23AP91	
PHAF1	
PRMT1	
SLC25A14P1	
RPL30P5	
ANXA10	
CDK14	
CDK14	80120_r_at
CDK14	80118_i_at
SYCE1	
DDX60	
PCDHGA1	
OR6L1P	
SPRN	90546_at
PCDHGA2	
TAOK1	
TAOK1	75098_at
RN7SKP202	
ATOH7	
LINC02640	
KRT19P4	
PBLD	
B3GNT9	
PCDHGA3	
PCDHGB1	
TRADD	
CTSW	
PCDHGA4	
NTMT2	
FBXL8	
FBXL8	85387_at
FBXL8	86466_at
PCDHGB2	
HNRNPH3	
PCDHGA5	
PCDHGB3	
PCDHGA6	
ELAVL4	83171_at
ELAVL4	
PCDHGA7	
ASIC2	
RNY4P10	
	86466_at
RPL38P3	
RNU6-410P	
RN7SL424P	
KDR	
PCDHGB4	
PEAK1	
NOL3	
PCDHGA8	
ECM2	
EIF3LP3	
FXYD6P2	
MIR219A1	
CCNYL4	
PCDHGA9	
PCDHGA10	
PCDHGB7	
TUBB4BP4	
ZNF37A	
RPL7AP57	
FAM214A	
RPS3AP42	
MLX	
TVP23CP1	
LINC02746	
PTP4A1P3	
FZD1	
PCDHGA11	
KIAA0895L	91163_at
KIAA0895L	91165_at
KIAA0895L	
NIPA2P1	
LHX6	
SNRPGP16	
PTTG1IP2	74629_at
MTNR1B	
	72610_at
RPL26P31	
SLC36A4	
CAV1	
PAFAH1B3	
TACR2	
PCDHGB8P	
RN7SL822P	
PCDHGA12	
KPNA2P1	
RPSAP39	
OR7E94P	
LINC02469	
EXOC3L1	
EXOC3L1	91163_at
PCAT4	89729_at
ZMIZ1	71880_at
ZMIZ1	
PIMREGP4	
NPHS1	85877_at
NPHS1	
ANTXR2	88490_at
ANTXR2	
PCDHGB9P	
PCDHGC3	
GAS7	
LINC02354	
MET	
VDR	
PSAP	
PRELID1P6	
RPS4XP5	
RPL27P6	
CSP1	
HNRNPA1P66	
FAT3	
COA6	
WASHC2C	
E2F4	
CORT	
MDH1	
AHCTF1	
RN7SL68P	
PCDHGC4	
PCAT7	
	82047_at
ELMO3	
PGM5P2	
PCDHGC5	
MMP1	
DIAPH1-AS1	
	77812_at
RPS27AP10	
ZNF146	
OR4K17	
	74521_at
HDAC3	
	83105_at
	79538_f_at
	79536_i_at
	74136_at
RPL12P30	
MPPED2	
ZNF112	
TMEM106C	
TMEM106C	71788_r_at
MIA2	
SMC5-DT	
ARRDC1-AS1	
DUOXA1	
VLDLR-AS1	
RNU6-111P	
RPSAP28	
ALMS1-IT1	
NAT8	
PRKD2	
ALMS1P1	
NAT8B	
RPS3AP41	
SNRPCP14	
	75152_f_at
	70612_at
ENPP7P8	
TPRKB	
ERP44	
PATE1	83064_at
PATE1	
MIR328	
TMEM208	
NFE2L3	
PATE2	72603_at
PATE2	68013_at
PATE3	
CBX3	73344_s_at
CBX3	
CBX3	82714_at
PATE4	
HYLS1	
FHOD1	
IDO2	
	69424_at
FMNL1-DT	
RELL2	
RNU6-559P	
TTC39B	
FMNL1-AS1	
PUS3	
MAP3K14-AS1	
COL2A1	
ABI2	
	68225_at
LINC02866	
TCIM	
FRRS1	
RNA5SP261	
NRG1-IT1	
DDX25	
CAMK1D	
RNA5SP262	
SPATA32	
RNA5SP263	
NRG1-IT3	
RNU6-663P	
PCDHGB5	
MTND1P6	
MTND2P32	
EXOC3-AS1	79420_at
EXOC3-AS1	83191_at
RANP9	
AHRR	88658_at
AHRR	88660_g_at
AHRR	
NRG1	
LRRC7	
MIR6873	
LINC01448	
TCP1P1	
PAM	
MICU1	
TFDP2	70929_f_at
TFDP2	80531_at
TFDP2	
PSMA2	
SLC9A5	86395_at
SLC9A5	
MIR6834	
RNA5SP443	
KRT222	
KRT224P	
KRT24	
IMP3	
LINC02357	
KRT25	
CCKAR	
MRPL32	
RPL7P33	
UPF3AP3	
ZNF131	
ZNF131	88556_at
KRT27	
OR7A5	
MRPL34	83658_at
MRPL34	
LINC02907	
SRD5A3	69073_at
SRD5A3	
F13B	
KRT28	
SOCS5P2	
PPP1R26-AS1	
KCTD19	
LINC02928	
PPP1R26	
LGI2	
S100A11P1	
KRT10	
DNAJC2	
LEPR	
CGB2	
NAP1L1P1	
NTN5	
RBP4	
PIERCE1	
RPUSD4	
SEPSECS-AS1	
PI4K2B	
LCN1	
C3orf14	89026_at
C3orf14	
ARHGAP21	74818_at
ARHGAP21	
RN7SKP118	
LRRC36	
SEPSECS	82131_at
SEPSECS	
RNU4-86P	
WEE1	
OBP2A	
TRANK1	
C5orf63	86602_at
C5orf63	
ARHGEF28	
ARHGEF28	77588_at
ARHGEF28	89322_at
GTF3C2-AS1	
SENP1	
GTF3C2-AS2	
GH1	
PRPF19-DT	
SNX17	
TMEM109-DT	
TMEM109	
NUP214	
SUCLG2	
TMEM132A	89868_at
TMEM132A	
RPS29P16	
SLC26A5	
CC2D2A	
TPPP3	
PLCD1	
SCN4A	
CD6	80597_at
CD6	
PSMD4	
RNU1-123P	
ZDHHC1	82860_at
ZDHHC1	
RNU6-1203P	
MIR6505	
MIR3908	
TMED2-DT	
TMED2	
PRR29-AS1	
PRR29	
ZNF513	
ANKRD34C	
HNRNPLP2	
HSD11B2	
FSCN1P1	
DNM1P5	
PPM1G	
GOLGA8B	
GOLGA8B	80679_r_at
GOLGA8B	80678_f_at
DDX55	
SMIM40	
AGRP	
SLC22A7	
ICAM2	
TAGLN2	
MIR3179-2	
MIR3670-2	
EIF3K	79432_at
MIR3180-2	
FTH1P3	
JMJD1C	
JMJD1C	88751_at
NRBP1	
PEA15	
ERN1	
ERN1	76574_at
ERN1	87738_at
H6PD	82958_at
SSR3	
CRIP3	
