hgnc_symbol	affy_hg_u95c
ZBTB20	
ZBTB20	62373_at
SPRTN	
DMRT2	
MAPK14	
MSL3P1	61737_at
	61737_at
EGLN1	59784_at
EGLN1	61030_at
NADK2-AS1	
RNU6-1083P	
TRPM8	
	53974_at
RNU6-713P	
SKP2	
RPS4XP15	
HAPLN3	
C12orf50	
MME-AS1	
MIGA2	
LINC01487	66430_at
STRIT1	
PABPC1P10	
FZD8	65690_at
YPEL5P1	
LINC02961	
TIAL1	62521_at
TIAL1	
RPL5P5	
KRT18P47	
ACAN	
FCRL1	
C12orf29	62562_at
C12orf29	
MLH1	
SARM1	
MYBL1	
MIR5088	
CPT1C	
CPT1C	59333_at
SPATA6L	
RNA5SP364	
TGFB2-OT1	
LRRC43	
TUBB8P10	
LINC00184	
QRSL1P2	
SLC46A1	
PAPPA2	58487_at
PAPPA2	
EED	
SLC16A9	
IL31	
H3P41	
B3GNT4	
RPS7P1	
UNC119	
FAM107B	48788_at
FAM107B	
SORBS3	
SORBS3	53507_r_at
ARHGEF4-AS1	
SMIM39	
	65473_at
FAM168B	
VPS33A	
DNM1P46	
TSNAX-DISC1	
RNU7-185P	
NEK2P4	
RN7SL484P	
RN7SL5P	
	50261_at
NF1P8	
PTPRD-DT	
PIGS	
IARS1	
MED15P8	
RNA5SP402	
SPATA41	
RNU6-127P	
CERS3-AS1	
FAR2P4	
MAPK13	
RNU6-322P	
PRKXP1	62830_at
RNU6-181P	
LINC02206	
HMGN2P47	
KLF2P4	
SMAD3	
SMAD3	58763_at
SMAD3	65983_at
SMAD3	51059_at
SMAD3	49922_at
HEATR5B	
LINC02773	
CLPTM1LP1	
RPL21P1	
GOT2P2	
CLIP1-AS1	
LRRN2	
SLC9A7P1	
PPIAP8	
SNORA53	
IKBIP	
G3BP1	
G3BP1	61187_at
G3BP1	65859_at
G3BP1	63830_at
PPP2R5A	
TMPO	
TMPO	51750_s_at
SLC7A3	
BRPF3-AS1	
ALDOC	
BRPF3	63334_at
BRPF3	
ARL14EPP1	
RPL31P16	
CEBPZOS	
CEBPZOS	65289_i_at
CEBPZOS	65290_f_at
CEBPZOS	50404_at
CEBPZOS	50401_at
MIR6755	
RPS23P8	50961_at
SETP17	
IL2RG	
RN7SL225P	
CCDC81	
CEBPZ	
OPTC	
UPF3B	
C1orf100	
SLC30A8	
SLC30A8	65344_at
AAGAB	
RPS12P27	
NDUFAF7	
SUCO	
ESRP2	
PTP4A1P6	
	61470_at
MSN	
ALG9	
TSKS	63771_at
RPS24P16	
ZNF596	
MIR6773	
PLA2G15	
AMMECR1	49524_at
AMMECR1	
AMMECR1	62618_at
BNIP5	
CYP51A1-AS1	
RNU6-841P	
IRX2	
MIR1285-1	
TUBB3P2	
ETV7	
ZNF526	
CALD1	
CALD1	64756_at
GNG5P2	
PRKD3	
LSINCT5	
SFR1	
SFR1	54410_at
ADRB2	
DKC1	
CDC20B	
ERF	
OGA	
SLC7A6	
TMEM145	
HNRNPA1P50	
SPAG5	
SPAG5	64259_at
SHROOM1	
MAGEA1	
MYRFL	
MPND	
PWWP4	50671_at
PRKD3-DT	
CDK16	
RNU6-939P	
QPCT	
ALG9-IT1	
GNG5P3	
FDXACB1	
KIF3A	
ETV7-AS1	
ADGB-DT	
	60654_at
RNU6-906P	
KATNBL1P6	
FAM87A	
LINC02821	
ADGB	
ADGB	54539_at
C11orf1	
KCNMB4	60462_at
KCNMB4	
RNU6-1116P	
DPYS	
DPYS	53527_at
CDC42EP3	
RNU4-65P	
A2M	
RN7SL670P	
MRPL50P2	
RPL37AP8	
LGALS12	
ATF3	
RNU6-1262P	
RAPH1	
RAPH1	64373_at
RAPH1	55965_at
RAPH1	58289_at
RAPH1	64818_at
SLC7A6OS	
DCSTAMP	
RNU4-30P	
KCNIP2	
MIR548A3	
KLHL38	
SMPD3	
ANGPT2	53731_at
ANGPT2	58716_at
ANGPT2	
SPAG5-AS1	
RNASEL	
KIAA0100	
KIAA0100	66204_at
CMTR1	
EIF1P6	
PLAAT4	
OR2L1P	
PLXNA2	
PLXNA2	56539_at
SH3GL1	
PLAAT2	
ATL3	64189_at
ATL3	
	53951_r_at
RPL35AP33	
CCDC167	64427_at
RNU4-36P	
SLC31A1	
MLYCD	66245_at
MLYCD	62534_at
MLYCD	
CDC26	
MIR4462	
IMMP1LP1	
MDGA1	
	50303_at
CNOT8	
PRPF4	
RTN3	
ADAMTS17	
	66753_at
OSGIN1	
OSGIN1	66245_at
IGF1	64305_s_at
IGF1	
RNA5SP432	
SIRT5	62983_g_at
SIRT5	62982_at
SIRT5	
HSDL1	
LINS1	
USP11	
KRT18P12	
SPATA45	
PLA2G4A	
PNPLA1	
RNF183	
CHAF1A	
	53481_at
CDK6	65733_at
CDK6	
WDR31	
DNAAF1	
ZFTA	
AVPR1A	53741_at
AVPR1A	
RN7SL596P	
ASB7	64775_at
ASB7	57293_at
ASB7	61475_at
ASB7	57296_g_at
ASB7	
SPINDOC	62167_at
SPINDOC	
SPATA48	
EIF1P3	
TOP1P1	
KIAA1549	
RPS3AP9	
LINC02869	
UBXN6	49749_at
UBXN6	
FAM3A	
	51973_at
SDF2	
ATP5MGP1	
MSRB3	65863_at
MSRB3	
ADAD2	
SRP14P2	
ETNK2	
SAAL1	
SAAL1	60497_s_at
SAAL1	60498_at
BSPRY	55827_at
CERS3	
MIR3135B	
DAZL	
HDHD3	
RPS12P28	
SUPT6H	
ALAD	64433_at
ALAD	
SLC38A8	
NECAP1P2	
TAF13P2	
DCTN1-AS1	
HES2	
HMGA1P8	
TMEM196	
ITGAM	
PSMB8-AS1	
SHCBP1L	
WDR54	
KNDC1	
KNDC1	62999_at
POLE3	
THRB	65078_at
THRB	
GPNMB	
C9orf43	
MIR4746	
CDC42SE2	53657_r_at
CDC42SE2	
HDGFL2	64377_at
HDGFL2	
LINC01602	
RPL23AP22	
LINC01585	
CGAS	
RN7SL363P	
FES	
RPL26P26	
ASIC1	
HIGD1AP5	
SAA3P	
INO80B	65134_f_at
INO80B	65133_i_at
INO80B	65135_at
SPINK1	
RPL10AP5	
LPGAT1	
MRGPRX12P	
HFE	
HFE	50508_at
IMP3P1	
RN7SL722P	
FAM110B	50348_at
FAM110B	
MRGPRX4	
FAM27C	
GLTPP1	
MRGPRX13P	
MAPK9	
MAPK9	52185_at
SLC25A51P4	
SAA4	
FGF8	
ZNF705CP	
PROX1	
PROX1	65361_i_at
PROX1	58515_at
PROX1	65362_r_at
FAM242E	61972_i_at
FAM242E	61973_r_at
SAA2-SAA4	
FAM66A	
FAM66A	59572_g_at
FAM27E3	
INO80B-WBP1	65134_f_at
INO80B-WBP1	65133_i_at
INO80B-WBP1	65135_at
GDI1	
FAM27B	
FAM90A25P	
RN7SL787P	
RNU6-368P	
ALG1L12P	64026_f_at
WBP1	
FOCAD	
SAA2	
ENPP7P6	
IDO1	
RPL23AP18	
BRINP3-DT	
DUTP6	
SLC25A13	
PFKFB2	
PTCD1	
GFRA1	
RAB34	
ITGAX	
ITGAX	58878_s_at
TAS2R4	
MRPL53	
RNA5SP333	
CCM2	48773_at
CCM2	
OR7E5P	
OR5F1	
OR5F2P	
OR5AQ1P	
CCDC142	
OR5J1P	
OR5BE1P	
C12orf75	63800_at
C12orf75	
OR8I4P	
OR5BN2P	
OR8H3	
EFR3A	
OR5BN1P	
OR8K4P	
PORCN	
OR8K5	
OR5J7P	
OR5J2	
OR8V1P	
OR4V1P	
OR4P1P	
OR5D2P	
VN2R9P	
PLIN5	
OR9L1P	
OR9I3P	
OR9I2P	
OR5BL1P	
TTC31	
OR10Q1	
MIR6128	
RNU1-19P	
SMIM41	
MMRN2	
KLRC3	
SH2D1A	
OR5BB1P	
TNPO3P1	
OR4D8P	
SSU72P1	
OR4D11	
OR4D7P	
HTR2C	
SNCG	
OR5B1P	
OR5B15P	
ZNF268	59886_at
ZNF268	
OR2AH1P	
TMEM230P2	
OR8U1	
OR5AL2P	
SNRPD2P2	
OR5AL1	
OR8U3	
NENF	61110_at
NENF	61111_g_at
NENF	
OR5M4P	
OR5M9	
ADIRF-AS1	61654_at
OR5M2P	
HACD4	
ITGAD	
RPL36AP53	
ADIRF	
OR5M7P	
SNORA35	
LRG1	
MIR764	
MIR1912	
MIR1264	
MIR1298	
MIR1911	
HSPA8P7	
MIR448	
OR5M6P	
OR5M5P	
RPS26P57	
TAFAZZIN	
PTP4A1P7	
IFNNP1	
	61030_at
	59784_at
IFNB1	
LINC01740	
IFNWP4	
TNFAIP8L1	
IFNW1	
IFNA21	
LBX2	
BMS1P3	
SMIM27	
ERVV-2	
TATDN3	66895_s_at
TATDN3	66894_at
TATDN3	
AGAP11	
PCGF1	
FAM25A	
SEC16A	
GAP43	
RUVBL2	
RNU6-529P	
SHLD2	
BLM	
OC90	
COX6A2	
RPL15	
ZNF843	
RN7SL733P	
HNRNPA3P4	
RBMXP1	
MYB-AS1	
RAB18	65764_at
RAB18	
RAB18	64232_at
MIR548A2	
CRYGN	
ARMC5	
UTP23	
UTP23	66586_at
TLX2	
TBC1D9B	52448_at
ZNF92	57803_r_at
ZNF92	57800_f_at
ZNF92	
DQX1	
AHI1	58047_at
AHI1	58395_s_at
AHI1	58396_at
AHI1	61701_at
AHI1	
RAD21-AS1	
MIR3610	
AARD	
WDR86	
RN7SL303P	
RHOBTB2	
MIR210	
TGFB1I1	
MIR6798	
LHB	
DYRK2	
DYRK2	61070_at
AUP1	
NTF6A	
RN7SKP187	
ZNF277-AS1	
NTF6G	
MTND5P8	
NTF6B	
MTND6P24	
MTCYBP24	
CGB5	
LINC01231	
IFRD1	64529_at
IFRD1	
WASHC4	54232_at
WASHC4	
RFX3	60174_at
RFX3	65301_at
RFX3	
CNBP	
CNBP	59354_at
RN7SL708P	
SNRNP70	
TNFRSF10B	
LINC02862	
ATIC	
ADGRA1	
RPL23A	
XPC	
GPAM	
HMGN1P4	
TMEM267	
SELP	
LIN7B	
SNORD42B	
SNORD4A	
SNORD42A	
SNORD4B	
TLCD1	
PCDH1	
KANK1	
KANK1	56411_at
C19orf73	
TNFRSF10C	
VN1R6P	
ZNF845	
NEK8	
	64175_at
LSMEM1	
ZNF525	
ZNF525	63620_f_at
ZNF525	63619_i_at
CLDN11	
FYB1	61712_at
FYB1	
TNFRSF10D	
	63620_f_at
	63619_i_at
NPM1P14	
ZNF765	
ZNF765	63620_f_at
NOS3	
TECTB	
KANSL2	62955_at
KANSL2	
IGF2BP2	65645_at
IGF2BP2	66842_at
IGF2BP2	
IGF2BP2	65272_at
TNFRSF10A	64769_at
TNFRSF10A	
MIR6715B	
MIR6715A	
GUCY2GP	
SLC5A2	
RPL39P36	63620_f_at
TPM3P9	
RPL31P58	
SLC4A1APP2	
RSL24D1P4	
ZNF813	
CAMK1G	
TPM3P6	
ZEB1	61486_at
ZEB1	
TNFRSF10A-AS1	
RPL23AP55	
TNFRSF10A-DT	
OSTCP3	
RN7SL317P	
RNU6-698P	
CHMP7	
MIR512-1	
MIR512-2	
MIR1323	
MIR498	
MIR520E	
MIR515-1	
MIR519E	
MIR520F	
MIR515-2	
MIR519C	
MIR1283-1	
MIR520A	
MIR526B	
MIR519B	
MIR525	
MIR523	
MIR518F	
MIR520B	
MIR518B	
SLCO1B3	
MIR526A1	
MIR520C	
MIR518C	
MIR524	
MIR517A	
MIR519D	
MIR521-2	
RNU6-803P	
MIR520D	
MIR517B	
MIR520G	
MIR516B2	
MIR526A2	
MIR518E	
MIR518A1	
RNU6-980P	
MIR518D	
MIR516B1	
MIR518A2	
RUSF1	
MIR517C	
RN7SL190P	
MIR520H	
RNU6-982P	
MIR521-1	
RNU6-751P	
MIR522	
MIR519A1	
MIR527	
TENM1	
MIR516A1	
MIR1283-2	
RNU6-1041P	
MIR516A2	
MIR519A2	
REXO1	59379_at
REXO1	
ZNF672	63790_at
ABCB11	57426_at
FURIN	
HHLA1	
MIR6893	
TONSL-AS1	
	66888_at
LINC02771	
CYHR1	
MOCS2	
SPATS2	
LINC01735	
LAMB3	
LINC01028	
KCNJ2	
MIR1909	59379_at
	65115_at
CALM2P1	
ZACN	
KLF16	
UBE2V1P6	
ZNF80	
AHSP	
ABHD17A	65501_s_at
LRP2	
KIFC2	
GALR2	
LINC02190	
ALDH1L1	
TLR8	
VN1R64P	
VN1R65P	
FRG2KP	
ASIC3	
TMSB4X	51008_f_at
YBX3P1	
KRBOX5P1	
VN1R66P	
EXOC7	
ARL6IP1P2	
RNU6-811P	
CDIPT	58821_at
CDIPT	
LINC00993	
SCAMP4	
SCAMP4	65762_at
FAM9C	
RN7SL314P	
TMEM161BP1	
VN1R53P	
FOXH1	50227_s_at
TUBGCP2	
TUBGCP2	66676_at
PPP1R16A	
JPX	
P4HA2-AS1	51514_at
ISG20	
MIR6830	
PDLIM4	
PANO1	
LINC02547	
LINC02989	
PARVA	
PPIB	
CPEB1-AS1	
ACAD10	
ACAD10	58829_at
ACAD10	64881_at
AP3B2	
CDK5	
SLC22A4	
OR4P4	
OR4A11P	
ADAT3	
DSTYK	
OR4A12P	
OR4A9P	
OR4X7P	
OR4A10P	
OR4A17P	
CSNK1G2	
OR4A13P	
OR4A50P	
MIR3936	
ZDHHC6	
GPT	
OR10G6	
C5orf22	
OR10G5P	
OR10G9	
MEMO1P4	
OR10D5P	
RNU7-69P	
CHCHD2P1	
MIR130A	
XIAP	
TTC9C	
ASPHD1	
LINC00632	
ZBTB3	62348_at
ZBTB3	
POLR2G	
TMUB1	
KCTD13-DT	
RNU6-363P	
CDR1	
P4HA2	
MFSD3	63621_at
MFSD3	
ALDOA	
ALDOA	53366_at
ZNF804A	
CASK	61707_at
CASK	
AGAP3	
AGAP3	49624_at
CSNK1G2-AS1	
RPL23AP33	
	64618_at
EEF1A1P12	57355_f_at
ACTL9	
CD8B2	
RPL23AP78	
LINC01710	
TAF6L	
TAF6L	49736_g_at
TAF6L	61870_g_at
TAF6L	61869_at
RECQL4	
RECQL4	55130_f_at
IPO8P1	
AHCYP8	
LSM7	
ARHGEF10L	
CEP57L1P1	
EIF4EBP2	56645_at
EIF4EBP2	65476_at
NODAL	
KCNC2	
COL3A1	
YY1P1	
HMCN2	
TIMM13	
EBF3	65988_at
EBF3	
PARL	
TMEM223	
LMNB2	
TMEM179B	
MIR6748	
NXF1	
MIR7108	
LINC01775	
C10orf143	59097_at
ZFC3H1	49897_at
ZFC3H1	
GADD45B	
CTAGE7P	
PPIAP32	
GLRX3	
PTGS1	
TSNAX	
LINC01864	
LINC01138	
LINC01138	62007_at
ZNF787	
POU4F3	
ZNF444	
BEND7-DT	
RPL6P24	
RNA5SP301	
LINC02769	
ACSL5	65128_at
ACSL5	
RNA5SP196	
RN7SL791P	
NOS1AP	
DROSHA	62181_at
DROSHA	53235_at
DROSHA	
LRRC14	
CCNL1	
GALP	
MIR1245A	
MIR1245B	
MIR3606	
CCDC140	
NEDD1	
LRRC24	
SNRPGP15	
PTCD3	
PTCD3	65342_at
PTCD3	64755_at
PTCD3	65341_g_at
PTCD3	65340_at
TECR	
C8orf82	
GARIN4	66840_at
MIR6514	
RNU6-118P	
RNPEP	
STX5-DT	
TEX54	
RNU2-2P	
SNORD22	
SNORD30	
SNORD28	
SNORD27	
SNORD26	
SNORD25	
MIR130AHG	
YPEL4	
ZNF517	
ASB10	
MRPS34	63886_at
ZDHHC5	
ZDHHC5	65616_at
MIR107	
PANK1-AS1	
IQCA1L	
MIR5100	
SPSB3	
LINC02623	
LINC01264	
RET	
OR1L3	
TTLL11	
ABCF2	
SNORD94	65341_g_at
SNORD94	65340_at
	63092_at
MIR4779	
MRPL35	61261_at
MRPL35	50236_at
MRPL48	
AMBP	
NCEH1	
KDM3A	
KDM3A	57410_at
KDM3A	66359_at
RNU6-456P	
RN7SL541P	
PPP2R2B	
ANGEL2	61668_at
ANGEL2	
KIF12	
TMEM43	
MIR639	
NDUFB7	
HERPUD2	
TNS2	
RN7SL337P	
RN7SL842P	
NUBP2	
MIR6868	
FOXJ1	
MEGF8	59312_at
MEGF8	
RNF157-AS1	
LINC02843	
OR1D4	
OR1D3P	
SKA2	
HERPUD2-AS1	
ITLN1	
NPR2	
LINC03013	
RSBN1L	57707_at
RSBN1L	
RNU2-58P	
MIR454	
MIR301A	
PRR11	
PRR11	62277_at
CSGALNACT2-DT	
CSGALNACT2	
RASGEF1A	
TBL1XR1	
KIAA0040	
RN7SKP243	
MIX23P5	
COA4	
	60717_at
EIF3H	63611_r_at
EIF3H	
TMEM60	
OR13J1	
FBP2P1	
DDX3ILA1	
RGSL1	
RGSL1	50304_at
ELF2P3	
NPAP1P7	
CTSLP8	
RPL13AP17	
LINC02633	
RNU6ATAC11P	
RPL5P26	
SPATA31E1	59903_at
MAGI2-AS1	
	64921_at
PAAF1	
PAAF1	61748_at
MAGI2-AS2	
RNU6-337P	
RTN4RL1	63590_at
COL13A1	
COL13A1	50510_at
PTCH1	59969_at
PTCH1	
RNU6-530P	
NUP35P2	
DPH1	
MAGI2	
MAGI2	53090_at
IGFALS	
AKIRIN2	63311_at
AKIRIN2	
KRT8P48	
PPP2R2B-IT1	
HAGH	
COL14A1	
RN7SL183P	
STK32A-AS1	
SPACA1	
FNDC9	
NIPAL4-DT	
NIPAL4	
ACTBP8	
ORC3	
MIR8077	
CNFN	
LIPE	
HMGCR	
CXCL17	63023_at
DISC1-IT1	
UBE2F-SCLY	49056_at
RNU4-60P	
LINC01346	
CEACAM1	
OVCA2	
RPS26P13	
EXOC8	61351_at
RNU6-1333P	
GAPDHP75	
DPH1-AS1	
CCNQP1	
MIR132	
MIR212	
BRINP2	
HIC1	
HIC1	57653_at
SCLY	
SMG6	
	57822_at
KCNH1-IT1	
NEK7	
VAC14	64468_at
VAC14	
PGBD5	
KIAA0319	
MAPK10-AS1	
RN7SKP96	
MIR4452	
MAP6D1	
GABRA2	
GABRA2	60578_at
TM4SF19	
COX5BP8	
ANKRD45	
SYT2	
NUDT16	55930_at
ESPNL	52969_at
ESPNL	
ZNF695	
DIPK2A	61719_at
DIPK2A	
VAC14-AS1	
RNU6ATAC25P	
ACTG1P17	
RABL3	
TEKT5	51292_at
MCUR1P1	
SNHG21	60529_s_at
SNHG21	
SNHG21	60530_r_at
RN7SL624P	
SMG6-IT1	
SMYD3-IT1	
KLHL30	
SRR	
LINC02789	
	60530_r_at
	60529_s_at
FSD2	
MTCYBP33	
YWHAQP9	
MTND6P33	
CEACAMP2	
MTND5P33	
ERFE	
C6orf62	
MTND4P34	
CEACAM8	
MTND4LP24	
RPS6KC1	58944_s_at
RPS6KC1	
MTND3P13	
MTCO3P24	
MTATP6P24	
TCEA1	
LINC02828	
NUBP1	
CEACAMP1	
GMNN	
LMOD3	
DNAJB1	
DNAJB1	54509_at
ILKAP	51005_s_at
ILKAP	63005_i_at
ILKAP	
FTH1P4	
RN7SL698P	
RPS15AP16	
MARK2P17	
MARK3P3	
HNRNPA1P16	
MARK2P6	
TSR1	
ARPC3P4	
ATXN7	
ATXN7	49291_r_at
DNAJB13	
SCARNA15	60530_r_at
WHAMM	
COL23A1	
CAMSAP3	
SENP8	
NINJ2-AS1	58483_at
NINJ2-AS1	
PAICS	53375_at
PAICS	
GGCT	
SNORD91B	
SNORD91A	
LINC02455	
RNU4ATAC16P	
GRAMD2A	
UCP3	
RAD52	
CYB561	
BTN1A1P1	
RNU6-502P	
HCG11	
HMGN4	
	61641_at
	59836_at
RN7SL646P	
TRPC6P10	
H2AC15	
H2BC16P	
RN7SKP70	
H2AC16	
H1-5	
H3C11	
H4C13	
H3C12	
CRHR2	
H2AC17	
TVP23A	
H2BC17	
RNU7-26P	
MIR6792	
OR2B2	
XAB2	
PPME1	
PPME1	49077_at
LINC01327	
PARP6	
ZBBX	
DNAAF11	61763_at
DNAAF11	
KRT18P28	
CLDN22	
TMCC2	
DTHD1	66701_at
DTHD1	
DEXI	
HES6	49633_at
HES6	
COG7	
PCP2	
PM20D1	58659_at
RPS27AP19	
C9orf24	
TLR2	
SNX16	
RETN	
NPNT	
FAM219A	
PER2	
RN7SKP23	
TRAPPC5	
GGA2	
PPIAP55	
TGIF2P1	
FCER2	
RNA5SP343	
RPL23AP16	
ZNF670-ZNF695	
C5orf60	
GARS1	
ACE	
ACE	59504_at
ZNF692-DT	
KCNJ1	
NUP133	
BIN3	
WNK2	
WNK2	63580_at
POLD4	
TRAF3IP1	53119_at
TRAF3IP1	
LPCAT3	
TMEM45A	
RN7SKP239	
LINC01717	
CLCF1	
LINC01704	
LINC01704	53329_at
RPL21P129	
CLEC4GP1	
	66968_at
RNU6-1238P	
PRELID1P5	
EXOSC3P2	
LINC01743	
PPP1CA	
PRR36	
YAE1-DT	
RGS21	
YAE1	
YAE1	62946_at
LYPLA2P2	
RGS1	
LRRC8E	55744_at
LRRC8E	
ABI3BP	64464_r_at
ABI3BP	
CCNYL7	
KLHL30-AS1	
EARS2	
	58825_at
MIR1244-1	
PDE6D	
RALA	
MAP2K7	59996_at
MAP2K7	
RGS22	
RNU6-719P	
CICP22	
SSBP3P1	62485_at
LINC00265	
LINC00265	65794_f_at
RPL28P2	
RGS5-AS1	
MIR1471	
NPPC	
LINC01774	
MIR653	
MIR489	
CALCR	
DIS3L2	65186_r_at
DIS3L2	
ABL2	62243_i_at
ABL2	62244_r_at
ABL2	
ACE3P	
FAM136DP	
ANAPC4	
SUB1P4	
MAP3K3	
UBFD1	65861_at
UBFD1	
BARHL1	
SNAPC2	
TBC1D10C	
DDX31	60363_at
DDX31	
DDX31	62088_at
CTXN1	61333_at
NDUFAB1	
TIMM44	
ALDOB	
ALDOB	64800_i_at
ALDOB	64801_r_at
RPS6KB2	
DCTN5	65610_at
DCTN5	
MIR562	
NRBF2P6	65186_r_at
ECEL1P3	
ALPP	
SPPL2B	
SPPL2B	61272_at
SPPL2B	61237_at
TRMO	
C1QTNF7	
C1QTNF7	63485_r_at
CA9	
CFAP299	
ECEL1P2	
ALPG	
CELF6	
GUCY1A1	
SARDH	
CSMD1	55960_at
CSMD1	63504_r_at
CSMD1	
ECEL1P1	
PLK1	
DIS3L2P1	
ALPI	
GZMB	
ECEL1	
MBNL3	54913_at
MBNL3	61355_at
MBNL3	61720_at
MBNL3	
	65048_f_at
	65049_r_at
ZNF493	
ZNF493	50270_at
ZNF493	61268_r_at
RPL12P35	
ARID3B	
EEF1DP7	
RPS6KB2-AS1	
PTPRCAP	
SYNE2	
LIMD2	64426_at
LIMD2	55678_at
LIMD2	
CORO1B	64486_at
CORO1B	
LINC00664	
RNU6-231P	
MIR548AP	
LINC01584	
BNIP3P26	
CD209	
RNA5SP181	
PGBD2	54931_at
PGBD2	
NIPBL-DT	
PPIAP37	
RNA5SP400	
RAC1P7	
KRT18P31	
NENFP3	
AGBL1-AS1	
FLVCR1	63468_at
FLVCR1	
ARSI	
KPNB1	
AGBL1	
AGBL1	65311_at
TCOF1	
POU6F2	
JPT2	
PRSS56	
SLC41A1	
PPT2-EGFL8	
GPR152	
MYLK-AS2	
TMOD2	
TMOD2	62180_r_at
MIR5002	
TMEM134	65857_g_at
TMEM134	65858_at
TMEM134	
RPL7P15	
CHRND	
RAB7A	
MIR4442	
CRIP1P2	
SAPCD2P3	
RPL35P5	
NGLY1	65085_at
NGLY1	62511_r_at
NGLY1	62510_s_at
NGLY1	
GTF2IP23	
RNU6-1254P	
LINC02604	
USH2A	
GIMAP2	
CIZ1	
GLUD1	
GIMAP1	
	64144_at
	64408_s_at
	50101_f_at
GIMAP1-GIMAP5	64064_at
STX5	
GIMAP3P	
BET1P1	
TMEM176B	
CLN6	50101_f_at
CLN6	
CHRNG	
MIR3177	
WAS	
WAS	64315_r_at
ABCA17P	
ABCA17P	57555_at
CCNF	
RNU6-1132P	
RNA5-8SP5	
MIR663B	
CDC27P1	
	55108_at
FAM201B	
RNU6-175P	
YBX1P7	
VPS54	
TONSL	
TUBB4BP3	
RPL12P43	
SAGE4P	
SAGE3P	
SAGE2P	
CT45A1	
TMEM176A	
MIR6767	
TBX21	
TEDC2	
MGAT2P1	
CT45A5	
GDF6	
OSBPL7	
C8orf58	
ACE2	
ACE2	54498_at
COX6CP5	
CASC23	
HMGN2P40	
TUB	
RNU6-1108P	
PELI1	
RNU6-1332P	
RNU6-966P	
RNU1-78P	
GUCY1B1	
TERB2	
TBC1D25	64213_at
TBC1D25	
PEX11G	
LINC02817	
RNA5SP239	
ST7-AS1	
ST7-OT4	61452_at
ST7-OT4	
RPL23AP25	63833_at
	56252_at
LINC00309	
INSYN1	
EXD1	
MIR4433B	
MIR4433A	
	61452_at
RPL23AP37	
RN7SKP43	
TPM3P1	
PSD3	65196_g_at
PSD3	63832_at
PSD3	
PSD3	65195_at
RPL31P13	
RPL7L1P9	
MIR6809	
DIRC3	
MIR6132	
SMYD3-AS1	52943_at
ST7-AS2	
ST7-AS2	52288_at
ZNF670	
TFE3	
ADSS2	
RPL32P11	
TAF9BP1	
RNU6-848P	
MTND4P6	
CYP4F30P	
FAM222A	
MTCYBP6	
OXSM	
PLA2G4B	60528_at
PLA2G4B	
RN7SL771P	
ADCK2	
FAR2P3	
FAR2P3	48620_at
TUB-AS1	
FAM222A-AS1	
RN7SL351P	
KLF2P3	
MIR4497	
SRPRA	
GPR148	
RN7SL441P	
RNU6-399P	
LINC01465	
MIR6721	
HDAC6	
MIRLET7IHG	64543_at
CYCSP8	
ARHGAP42P1	
MIRLET7I	
RPL32P26	
TEX45	
PLD5	
SSBP3P2	
LINC00692	
MTCYBP10	
ZNF280D	
MTND6P10	
MTND5P23	
MRPL10	65765_at
MRPL10	50993_s_at
MRPL10	57045_f_at
MRPL10	63970_s_at
MRPL10	
TRPV4	61963_at
TRPV4	
MIR1224	
MIR6768	
TEDC2-AS1	
MTND4P21	
NTN3	
MTND3P18	
MTCO3P18	
ALG3	
NDUFB2	
MTATP6P4	
MTCO2P18	
MTCO1P18	
	61506_at
	57099_at
MTND2P18	
MTND1P26	
MIR6833	
ATP6V0C	
MED15P3	
LINC01120	
GNAQP1	
NOC2LP2	
RHOQP2	
LRRC46	
	57144_at
	59970_at
MZT2A	
ZNF358	57144_at
ZNF358	59970_at
NXNP1	
	54270_at
	48700_at
ELF3-AS1	
MCOLN1	63374_at
MCOLN1	
CEMP1	63931_at
CEMP1	
BANF1P4	
LINC02665	
COX6CP17	
LMOD1	
RNU6-535P	
MIR3178	
RN7SKP167	
PDPK1	
PDPK1	64052_at
PDPK1	57806_at
FGFR2	
SCRN2	61326_at
SCRN2	
TUBA3D	
NDUFB2-AS1	
RNU6-85P	
CCT4P1	
ACBD6	66884_at
ACBD6	54709_at
ACBD6	
MRPS33	
RPL35AP26	
DCPS	
MIR4784	
ARHGEF4	
EEF1AKMT4	
	63374_at
EEF1AKMT4-ECE2	
WDFY3	
KCNH1	
PNPLA6	63374_at
PNPLA6	
RPS14	
KPNA2	
CIBAR1	
CIBAR1	62970_at
ST3GAL4	
CPA2	
CAMK2N2	49791_s_at
RPL31P57	
PECAM1	
RNU6-603P	
SLC1A3	
PSMD2	
MILR1	
CPA4	
POLG2	
EXOC1L	
OR4F6	
DAPL1	
FGB	63760_at
FGB	
OR4F15	
BCL2L10	51025_at
BCL2L10	
	61684_at
CPA1	
NEDD4	
PDPK2P	
TBC1D24	
TMEM68	
TMEM68	62507_at
INPP4A	
ATP5MFP4	
MIR3064	
MIR5047	
SMURF2	65451_i_at
SMURF2	
MESTIT1	
MEST	
FAT4	63809_at
FAT4	
	59059_at
ST7L	
RNU6-746P	
LRRC34P2	
FCF1P8	
SRD5A3-AS1	
MICOS10P2	65703_at
KPNA2P3	
TMEM165	64019_at
TMEM165	49744_at
TMEM165	
DDX5	
RRM2B	
CDC23	
RN7SL353P	
TUBB2B	
PSMG4	
EIF4G1	57332_r_at
EIF4G1	
