hgnc_symbol	affy_hg_u95a
OSTN-AS1	
FBXL5	41801_at
FBXL5	
BCL2A1	2002_s_at
LINC01972	
DMAC2	
LINC01213	
PCDHAC1	
LINC02041	
SPG21	
PCYT1A	
PCYT1A	39285_at
TMEM67	
CEP164	
CEP164	33698_at
H3Y2	
SNED1	
SNED1	37560_at
CHD1	39231_at
CHD1	
MT1H	39594_f_at
ITGB4	406_at
ITGB4	38746_at
ITGB4	
MT3	870_f_at
MT3	1346_at
PDIA2	34070_s_at
PDIA2	
FXYD1	32109_at
FXYD1	
TNFRSF12A	
HECTD2	
OCRL	
OCRL	34169_s_at
OCRL	41227_at
LINC02924	
HCFC1R1	
TARS1	38473_at
TARS1	
LRCH3	
PRR13P3	
RPS26P45	
OR5AK4P	
OR5AO1P	
OR5BP1P	
LRRC55	
MTFMT	
HSPA2	36925_at
HSPA2	645_at
FAM200B	
NKX2-1	130_s_at
NKX2-1	33754_at
TNKS1BP1	
TMEM132D	
D2HGDH	
RN7SL461P	
RNU6-1204P	
OTX2	
SLC51B	
DNASE1L1	37213_at
DNASE1L1	37214_g_at
DNASE1L1	
TMEM116	
SSRP1	37739_at
SSRP1	
RASL12	
ADK	168_at
ADK	38301_at
ADK	
C6orf118	
AP2A1	
PDCD7	
ALDH7A1P3	
ETF1P2	
WEE2-AS1	
RNA5SP226	
RNU6-730P	
CLPX	37453_at
CLPX	
PRG3	
BST1	32675_at
BST1	
GPR132	
SOHLH1	
PRG2	39179_at
TMEM37	
TAS2R5	
WNT16	
PRELID3BP5	
PRELID3BP6	
JAG2	32137_at
JAG2	
PRELID3BP7	
HK1	
ZNF862	41077_at
ZNF862	
KCNT1	
TUBAP14	40567_at
POU5F1P2	
KLF10	224_at
KLF10	38374_at
SYNCRIP	
SYNCRIP	40122_at
	39179_at
CAST	
CAST	33385_g_at
CAST	41257_at
CAST	33384_at
TMEM229A	
ARMCX5	
MARCHF7	35268_at
MARCHF7	
CILP	34985_at
NUDT22	
HMGN1P18	
GINS3	
MTCO1P55	
PRKAG2-AS2	
ZNF285	
BPGM	33759_at
BPGM	
RNU6-686P	
SNORA24B	
RNU5A-1	
SPRYD4	
MIR4508	
ADI1P2	
NDN	36073_at
GASAL1	
GLT1D1	
RNU6-741P	
UBL5	
PAQR5-DT	
LMF1	
MAILR	
RBM41	
PAQR5	
KLF3P2	
FBXO45	
SULT1D1P	
IGF2BP2-AS1	
RPL5P24	
FKBP2	33409_at
KCNU1	
SULT1E1	
HRG-AS1	
KIF23-AS1	
RPLP1	31956_f_at
RPLP1	31957_r_at
GAB3	
AP1M1	
NMNAT3	
YWHAZP2	34642_at
LINC01918	
KCTD5P1	
CSN1S1	34565_at
CSN1S1	
COL5A2	38420_at
COL5A2	
OR7E126P	34539_at
MIR6124	
LINC02896	
ANKLE2	39519_at
ANKLE2	
MIR6765	
RNU1-91P	
IRX6	
KIF23	37171_at
KIF23	
PACS2	34406_at
PACS2	
SMARCE1P4	
VPS13B	
VPS13B	34192_at
OSBPL5	
ROGDI	
SNORA36A	
MIR664B	
SNORA56	
SMIM9	
MIR1184-1	
SYTL4	
ARL5AP1	
TBX3-AS1	
KIAA1210	
TMEM212-IT1	
MTCO1P29	
SLC17A8	
RPS29P3	
BCL6	979_g_at
BCL6	40091_at
BCL6	
BCL6	978_at
NHSL2	
RGS5	
RGS5	33890_at
LINC02376	
LINC02460	
IFIT6P	
IFIT1B	
ST13P3	
IFIT1	32814_at
IFIT1	915_at
SLC25A3P2	
H3-3B	31510_s_at
H3-3B	
STAC3	
XAGE1B	
RPS15	39916_r_at
SLC16A12	
SLC16A12-AS1	
RPL15P14	
ANAPC16	
INSIG1	35303_at
INSIG1	
KDM8	
CICP21	
DDIT4	
DDIT4	39827_at
SPATA17	
RNU6-805P	
CXorf51A	
SNX19P4	
RNA5SP305	
RN7SKP241	
PRPF38AP2	
IMPDH1P3	
HEPH	35644_at
HEPH	
HACD1	
RPL7P59	
POLR2DP2	
CAPZA1P4	
MIR4738	
CPVL-AS2	
UNK	
CFC1B	
ACTR3B	
YEATS2	
SEPTIN12	
TRAPPC6A	36529_at
TRAPPC6A	36531_r_at
TRAPPC6A	36530_g_at
PRRX1	
PRRX1	40126_at
STAM-DT	
STAM	160_at
STAM	
LINC02612	
BRAP	41512_at
BRAP	35500_at
WBP2	33438_at
WBP2	
ACTG1P18	
RN7SL366P	
LINC02257	
RANP1	38708_at
STK25	399_at
STK25	40104_at
STK25	
IVNS1ABP	33752_at
IVNS1ABP	
ZNF30	
MTND2P5	
PNPT1P2	
TMEM236	
PAXIP1	33221_at
PAXIP1	
FYTTD1	
LARP4B-DT	
LINC02415	
LINC02373	
GTPBP4	
CHPT1	
OTOA	
RPS20P33	
TEX22	
JCHAIN	37006_at
JCHAIN	
MTA1-DT	
MTA1	1643_g_at
MTA1	38633_at
MTA1	1642_at
MTA1	
LYPLAL1-AS1	
ERLNC1	
SOWAHB	
TXNP6	
ZNF304	
CCNI	1836_at
CCNI	
MIR877	
ASTN1	
ASTN1	36824_at
RPL17P37	
ZNF254	
ZNF254	35019_at
SENP2	
SNRPF-DT	
IDI2	
ZNF34	
LINC02393	
LINC02398	
TBX3	
FAM25E	
RNA5SP310	
ANTXRLP1	
AGAP14P	
RPL7P17	
RNU6-1187P	
RNU6-887P	
KLB	
AKR1B1	36589_at
AKR1B1	
FAM25BP	
TRIM47	
ZNF418	
ANXA8L1	37954_at
ANXA8L1	
MIR5591	
LIAS	
LIAS	36717_at
TRIM65	
OR7A19P	
SVOP	
RN7SL395P	
ZNF71	
RPL8	31505_at
ZNF570	
MRPL38	
SULT6B2P	
IGFLR1	
ANHX	
MAPK6-DT	
CASC18	
CERNA1	33554_at
LINC02411	
MYO5C	
LINC00842	
U2AF1L4	
HNRNPA1P33	31463_s_at
NPY4R	34597_at
ACOX1	40459_at
ACOX1	40460_s_at
ACOX1	
VSIG10	
STOX1	
ATP6V0E2-AS1	
EI24P4	
TMEM213	
SYCP3	
RPS26P31	
FMO10P	
LINC01698	
KRT18P32	
TRIM24	39292_r_at
TRIM24	
RNU6-697P	
RIMKLBP2	
DDX50	
DTL	
PSENEN	
PYDC1	
SULT1A3	31804_f_at
SULT1A3	32317_s_at
SULT1A3	
	35993_s_at
	35994_at
TEN1-CDK3	32452_at
TEN1-CDK3	1279_s_at
LIN37	35993_s_at
LIN37	35994_at
PLAAT1	
TEN1	
PCNPP3	
AQP6	32423_at
AQP6	
PYDC2	
LINC02013	
CRIP2	
CRIP2	35828_at
LINC02028	
HSPB6	36733_at
EVPL	39569_at
EVPL	
LYL1	39971_at
LYL1	
MIR1266	
KDM7A	32910_at
EEF1B2P1	
NT5DC3	
CERS4	
ARPP19	36872_at
ARPP19	
TRMT1L	
CDH23-AS1	
C10orf105	
UGDH	35214_at
UGDH	
VSIR	
LINC02375	
GALNTL5	
SPACA5	
HSPE1P20	
MARK3P1	
ZMAT1	
CPT1A	35229_at
CPT1A	
MIR7152	
UBXN7-AS1	
RNF168	
CDH23	
HNRNPCP4	
RMI2	
SOX5	35022_at
SOX5	
LINC02474	
TM4SF19-DYNLT2B	
TNP2	33479_g_at
TNP2	33478_at
LINC02012	
PRM3	
ZDHHC19	
PRM2	34658_at
SOAT1	
SRP68	
RPSAP55	
EEF1A1P22	
SELENOS	
CT45A7	
PRM1	39630_at
MIR548H2	
LAGE3	40891_f_at
ATG4B	37041_at
ATG4B	
ENOX2	32042_at
ENOX2	
SNN	35957_at
CENPN-AS1	
RUBCN	31802_at
RUBCN	31469_s_at
RUBCN	
ATMIN	40431_at
ATMIN	
MACC1	
MIR6850	
COMMD5	
CRIP1	33232_at
CD320	
GCSH	37357_at
GCSH	
SGSM2-AS1	
MNT	35145_at
MNT	
KDM7A-DT	
AKR1B10	37482_at
AKR1B10	
LINC02701	
	32752_at
ZNF250	
ZNF250	36794_at
MRPL21	
SPATA17-AS1	
USH2A-AS2	
NDUFA7	32752_at
NDUFA7	
SNRPA1-DT	
PCSK6-AS1	
BATF3	
KBTBD13	
CHSY1	41447_at
CHSY1	
METTL16	
MIPEPP2	
	33232_at
CNST	
SPIN2A	40680_at
SPIN2A	
TMEM41A	
SNRPCP18	
SHROOM4	
RPS28	39798_at
TM2D3	
NOXA1	
EIF4EP4	
ST13P7	
INSIG1-DT	
CCT6P4	
MB21D2	
ZC3HC1	
PKD1L2	
MRGPRD	
PYDC2-AS1	
TEDC1	
FTH1P25	
MRGPRF	
RN7SL33P	
EIF4A1P9	
SAMD11P1	
SOX13	
SOX13	38918_at
RN7SL608P	
ANGPTL4	
MIR6776	
MIR1253	
MRGPRF-AS1	
FAM104B	
TPCN2	
LPP-AS1	
PAFAH1B1	
PAFAH1B1	32569_at
P3H2	
MAP7D2	
SRP14P4	
NID1	35366_at
RNU6-807P	
TARS3	
ZNF16	
MIR4999	
RAB11B	34478_at
RAB11B	
RPL9	36358_at
RPL9	
GLIS3-AS1	
GLIS3-AS2	
RNU6-694P	
UBAP2	
DPY19L4P2	
FMC1	
PRSS59P	
AGK-DT	
CHCHD3	
CHCHD3	1676_s_at
TMED10P1	
WDR53	
RNU7-38P	
ZNF252P-AS1	
PPIF	
PPIF	40840_at
SUMO2P16	
HNRNPM	37717_at
HNRNPM	
MROH1	
RPL7AP21	
LINC01705	
FGFR1OP2	
BTG2	36634_at
SMBD1P	
RPL21P28	32337_at
ZNF678	
ZCCHC24	34303_at
ZCCHC24	
TPRG1	
NRF1	
NRF1	38569_at
TPRX1P1	
KIF28P	
RPS12P18	
SFTPA2	
PRSS3	40043_at
PRSS3	32796_f_at
PRSS3	
MRPS14	
MRPS14	32732_at
MRPS14	32733_at
TCP1P3	
MIR23C	
EIF1AX	34813_at
EIF1AX	34278_at
EIF1AX	663_at
UBE2Q2P13	
LINC02366	
RNU6-1191P	
BCO1	
PCSK6	32001_s_at
PCSK6	
SLC9C2	
UBE4A	36579_at
UBE4A	
LINC01968	
ABCD2	31718_at
MIR4720	
PPIAP51	
MIR7854	
MIR6504	
SLC25A25	
EIF1AX-AS1	
MBL3P	
PDXDC2P	
SFTPA3P	
SFTPA1	
RPS6KA3	33229_at
RPS6KA3	865_at
RPS6KA3	
YEATS4	
ATP13A5-AS1	
MIR1972-2	
MYO1B	
MYO1B	41439_at
UBBP2	
UBXN7	41691_at
UBXN7	
PDPR	
LHX9	
NDUFB10P2	
ZNHIT1	38613_at
TRMT10A	
TMEM121	
RPL7L1P8	
RNU6-1158P	
MIR3614	
COIL	39153_r_at
COIL	39152_f_at
COIL	
IGHA2	33613_at
RNU6-275P	
RN7SKP161	
ADIPOQ	40658_r_at
ADIPOQ	40657_r_at
RNU7-60P	
RNU6-491P	
RNU6-837P	
MTCO2P25	
MIR1244-4	38589_i_at
MIR1244-4	38590_r_at
MIR3974	
MIR920	
ZNF282	36507_at
ZNF282	
RNU6-251P	
RN7SL38P	
RNU1-149P	
RNA5SP354	
CHCHD2P5	
MIR4302	
RNA5SP357	
RNA5SP360	
DESI2	39379_at
DESI2	
RN7SKP262	
SCPEP1	
RNA5SP356	
RNA5SP361	
LINC02679	
RNA5SP358	
RNA5SP359	
RNU1-146P	
ATP13A4	
RNU6-472P	
MIR1293	
RNU6-1093P	
NUTM2B-AS1	
SNORA2A	
SNORA2B	
SNORA2C	
MIR1291	
RNU6-1069P	
RNU6-333P	
RNU6-400P	
IGHMBP2	
IGHMBP2	31861_at
RN7SKP289	
RNU6-871P	
RNU6-279P	
EXT1	222_at
EXT1	32164_at
EXT1	41575_at
EXT1	
RNU4-20P	
MIR8071-1	
MIR1228	
RNU6-595P	
RNU1-83P	
MIR6125	
SLC26A9	
RN7SL804P	
RNU6-769P	
MIR6757	
RNU6-1012P	
RNU6-238P	
RN7SKP172	
DENND2A	
MIR1252	
RNU7-120P	
RNU1-117P	
MIR3913-1	
SNORA70G	
RNA5SP363	
RN7SL737P	
MIR3913-2	
RNU7-4P	
MIR617	
MIR618	
MIR4699	
MIR331	
RNA5SP365	
MIR8071-2	
RNU6-148P	
RNU6-808P	
MIR5700	
MIR4495	
BEGAIN	
RNU6-1329P	
RNU6-977P	
RNU6-768P	
RN7SL88P	
RN7SL483P	
DNAJB5	38632_at
DNAJB5	
RNA5SP367	
MIR3685	
RNU4-24P	
RNU6-1183P	
RNU5E-5P	
SMG1P7	
RNU4-41P	
RNA5SP369	
MIR7844	
RN7SL330P	
MIR1279	
RN7SL793P	
RNU6-735P	
MIR4303	
RNU6-101P	
RNY1P16	
RNA5SP368	
RNU6-172P	
RNU6-36P	
RN7SL630P	
RNU6-1068P	
RNU6-247P	
MIR4472-2	
MIR6761	
MIR6760	
RNU7-94P	
EXOSC6	
MIR1302-1	
MIR619	
MIR1827	
RNU6-1188P	
RN7SL279P	
RNA5SP373	
RNA5SP371	
MIR620	
BEND3P3	
RN7SL176P	
RN7SKP263	
RN7SKP11	
RNU6-1088P	
RNA5SP374	
RN7SL865P	
RNU7-170P	
MTMR9	39607_at
MTMR9	36692_at
RNA5SP372	
WAPL	40086_at
WAPL	
MIR7107	
DDX19B	
DDX19B	33393_at
RNU1-104P	
RNA5SP376	
MIR3612	
RNU6-717P	
RN7SL508P	
MIR3922	
MIR1251	
RNU6-361P	
MIR135A2	
VASH1-DT	
VASH1	40266_at
VASH1	
MAN1B1	
RNF126P1	
LINC02525	
PRAM1	
PLCH1-AS1	
	40266_at
PLCH1-AS2	
VASH1-AS1	40267_s_at
RPS27AP8	
FAM135A	
DPPA2P3	
RPL6P7	
AKAP1	
AKAP1	37698_at
ANGEL1	36865_at
ANGEL1	
GMNC	
ZNF398	
SMCO1	
LINC01142	
ZNF414	
SLC45A3	
MAPK10	
MAPK10	37852_at
RNU6-780P	
WAPL-DT	
CYP2C58P	
RPL7AP24	
RPL7AP52	
RPL9P15	
CYP2C9	
CYP2C9	1455_f_at
ETV5	34818_at
ETV5	
MYH16	
RPL22P2	
RN7SKP17	
RN7SL356P	
ILDR2	
IRF2BPL	
LINC02288	
SYNGR4	34495_r_at
LINC02289	
OR1J1	
BCLAF3	
OR1J2	
OR1J4	
TDH-AS1	
OR1N1	
OR1N2	
KDELR1	37387_r_at
KDELR1	37386_i_at
KDELR1	
OR1H1P	
OR1Q1	
OR1B1	
LRRC74A	
MTND4P20	
CYP2C59P	
OR1L1	
CYP2C60P	
TLK1P1	
FAM167A	
CYP2C8	38548_at
CYP2C8	1175_s_at
CYP2C8	
GLIS3	
SVOPL	
RNU6-98P	
HS6ST2-AS1	
NAA20P1	
USP26	
GRWD1	
RHOXF1P3	
LINC02154	
OR7E158P	
GNL3L	
C3orf33	
ALG1L9P	
DEFB108B	
RNA5SP342	
DEFB130B	
DEFB130C	
RNA5SP253	
DEFB131B	
DEFB108D	
MSI2	
CKB	40863_r_at
CKB	40862_i_at
CKB	
OR7E128P	
INSC	
RAP2B	1820_g_at
RAP2B	1821_at
RAP2B	31696_at
PRR13P1	
LINC01675	
FGFR1	2057_g_at
FGFR1	36168_at
FGFR1	424_s_at
FGFR1	2056_at
FGFR1	
LINC02815	
LINC01222	
SNRPGP3	
KCNJ14	
LINC01998	
RRP15	36360_at
RRP15	
ETV5-AS1	
PAWRP1	
RPS3AP36	
MKLN1	34258_at
MKLN1	
GAPDHP47	
ALDH18A1	
EPHB3	1438_at
EPHB3	
RPL7AP82	
ZNF169	33566_at
ZNF169	
ARF4-AS1	
TMEM59	39033_at
TMEM59	
ST13P15	
COA8	
SULT2B1	41034_s_at
ARF4	36585_at
ARF4	
ENTPD1	32826_at
ENTPD1	
VDAC1P11	
PTMAP12	
YRDCP1	
RNU6-669P	
FBP2	40293_at
SPACA4	
RPL18	31546_at
RPL18	
FBP1	36495_at
FBP1	
RBM43P1	
TMSB15B-AS1	
LIPH	
CEP57L1	
RPS3AP28	
EOLA2-DT	
EOLA2-DT	37064_at
COPG2	
PRKD1	123_at
PRKD1	
MEGF9	36488_at
PIGBOS1	
LOXL4	
PIGB	314_at
PIGB	
CUEDC1	
AHCYP2	
FBXW2	
DANT1	
MIR1287	
MIR4685	
LINC02620	
CHMP1B2P	
SORCS3	31654_at
SORCS3	
EIF5A2	
GLE1	
GLE1	35441_at
HS6ST2	
LMX1A-AS2	
DMAC2L	40025_at
DMAC2L	40026_g_at
DMAC2L	40027_at
SORCS3-AS1	
LINC01221	
MIR628	
MCMBP	
DHX9-AS1	
LARP7P1	
RSL24D1	
SPRY3	
ISCA1P2	
	33393_at
SEPTIN2	40281_at
SEPTIN2	
MIR363	
MIR92A2	
MIR19B2	
MIR20B	
MIR18B	
MIR106A	
H2AL1Q	
CACYBP	33935_at
CACYBP	
CCDC160	
KLHL6-AS1	
SPHK2	40273_at
SPHK2	
DDX19A-DT	
VEZF1	350_at
VEZF1	32628_at
VEZF1	
IGBP1-AS1	
VEZF1P1	350_at
VEZF1P1	32628_at
DGAT2L6	
	31573_at
CD96	
CD96	34961_at
FOXO1B	
DDX19A	
DDX19A	33393_at
DDX19A	33394_at
SNORD63B	
SNORD63	
RN7SL581P	
AWAT1	
HSPA9	41509_at
HSPA9	41510_s_at
HSPA9	
	36098_at
RNA5SP507	
P2RY4	
DIO2	31902_at
DIO2	
ARR3	
ARR3	39645_r_at
SRSF1	36098_at
SRSF1	36099_at
SRSF1	
SEC23IP	34895_at
SEC23IP	
SEC23IP	34896_at
FAM180A	
RTN1	39178_at
RTN1	
IGSF9B	
DYNLL2-DT	
LINC01035	
RAB41	39645_r_at
RAB41	
DYNLL2	
LINC00210	
TBXAS1	
TBXAS1	33777_at
MSX2P1	702_f_at
EPX	34587_at
TMCC2-AS1	
DBP	40274_at
DBP	
KIF4A	
ANKRD40CL	
PPP1R12B	34925_at
PPP1R12B	41137_at
PPP1R12B	
MIR4682	
NACAP2	
IFIT5	
IFIT5	1046_at
NME2	1980_s_at
NME2	33415_at
NME2	
CA11	34277_at
CA11	
TTC12	
CH25H	32363_at
LIPA	38745_at
LIPA	
U2SURP	
U2SURP	38030_at
CHP1	35018_at
CHP1	
ST3GAL2	40006_at
ST3GAL2	
SEC1P	
CDKN3	1599_at
CDKN3	
FUT2	
MAMSTR	
RPS27P26	
RNU6-23P	
TMEM205	
SNX11	
FCSK	
OIP5-AS1	
TCTN3	41232_at
TCTN3	
TRAPPC2LP1	
RNY4P23	
GDPD2	
OIP5	37474_at
MT1P1	
NUSAP1	
UBAP1	
RNU4-81P	
CCDC159	
DLG3-AS1	
PDZD11	
RAPGEFL1	
SLC35B3	
IFIT3	38584_at
IFIT3	
BTK	38213_at
BTK	
OGDHL	
SWSAP1	
RPL35AP2	
RNA5SP282	
RNU2-50P	
SERPINH1P1	
EPOR	37986_at
EPOR	396_f_at
EPOR	1087_at
EPOR	31681_at
EPOR	
NUDT2	
ROS1	593_s_at
ROS1	
MYORG	
LINC02230	
FOXD1	
FOXD1	33203_s_at
KIF24	
PHC1	
FOXD1-AS1	
LINC01385	
LINC01386	
FUNDC2P1	
ANKRA2	
PTPN14	801_at
PTPN14	
LINC00689	
HTR5A-AS1	
ZNF483	
SF3B3	
SF3B3	32753_at
VIPR2	38954_at
VIPR2	
MAPK6P6	
RPL21P89	
TIMM23B-AGAP6	
NDEL1	
NDEL1	34413_at
SGMS1	31881_at
SGMS1	
RNU6-1194P	
RN7SKP144	
RNU4ATAC17P	
MIR563	
RNU6-905P	
RN7SL147P	
RN7SL120P	
MIR4791	
MIR3135A	
RNU6-788P	
RNU4-85P	
UTP15	
RNU6-822P	
MIR466	
MIR548AY	
RGL3	
RNU6-815P	
RNA5SP124	
RNU6-243P	
PTGR1	
RN7SL296P	
RNA5SP127	
RNA5SP128	
RN7SKP227	
RNU7-110P	
MIR128-2	
RNU6-235P	
RNU6-922P	
RNU5B-3P	
RNU7-73P	
RNU6ATAC4P	
NDUFAF1	41411_at
NDUFAF1	41410_at
MIR4787	
ARHGAP5	
ARHGAP5	2029_at
ARHGAP5	39927_at
RNU6-367P	
RNU6ATAC29P	
RNU6-856P	
RNU6-1181P	
RNU6ATAC16P	
RNU6-108P	
SNORD19	
SNORD19C	
SNORD69	
RNU6ATAC26P	
MIR4272	
RNU6-483P	
RNA5SP135	
RN7SL863P	
RNU6-139P	
RNA5SP134	
RN7SL647P	
RNU6-1270P	
RNU7-119P	
RNU2-64P	
RNU7-19P	
MIR548BB	
RNU2-10P	
MIR8064	
MIR1324	
RN7SKP284	
RNA5SP131	
RNU6-739P	
RN7SL271P	
TOMM6	
RNU6-1169P	
RNU6-281P	
ITPKA	118_at
RN7SL751P	
RNU6-873P	
MIR3923	
MIR3136	
RNU2-28P	
LINC02814	
MIR4273	
RN7SKP61	
RNU6-1129P	
MIR548AB	
MIR3921	
RNU6-1236P	
FMO9P	
MIR138-1	
RNU6ATAC15P	
RNU6-712P	
MIR4445	
RNU6-461P	
MIR5787	
RNU6-1127P	
TRIM34	
RN7SL815P	
RN7SL582P	
RNU1-43P	
MIR8076	
MIR5682	
MIR4447	
RNU5E-8P	
RNU6-557P	
RNA5SP137	
RN7SL767P	
LTK	1432_s_at
LTK	32888_at
NEK2	366_s_at
MIR567	
MIR4446	
MIR6825	
MIR7976	
RNU6-1047P	
RNU6-1200P	
MIR7110	
RNU7-107P	
SHQ1P1	
SNORD19B	
RNU6-1284P	
RNA5SP142	
RNU6-789P	
RN7SKP124	
RPS26P38	
PAPSS2	36233_at
PAPSS2	
RN7SL724P	
RN7SL300P	
AANAT	36332_at
RNU6-509P	
RNU1-30P	
RN7SL715P	
RNA5SP144	
RNU6-425P	
MRM3P2	
RN7SKP46	
RNU6-1294P	
RNU1-100P	
RNU6-1308P	
RN7SKP298	
RNU6-901P	
RNU2-20P	
RN7SKP177	
RNU6-1098P	
RNU7-82P	
MIR6828	
MIR569	
MIR551B	
RN7SKP52	
RNU6-315P	
RNU6-1120P	
RNU6-547P	
SNORD111B	
RNU6-637P	
SNORD111	
RN7SL215P	
MIR1263	
MIR7977	
SNORA63D	
COL28A1	
RAB6A	622_at
RAB6A	35304_at
RAB6A	
RNU6-348P	
RN7SKP40	
RN7SKP265	
RNA5SP151	
RNU6-486P	
ZNF652	
ZNF652	35878_at
RNU6-910P	
RNU6-505P	
RNU1-70P	
MIR944	
NDRG2	
RNU6-720P	
RNA5SP147	
RNU4-4P	
RN7SL703P	
AARS1	36185_at
AARS1	
RNU6-681P	
RNU6-507P	
RNU4-91P	
SNORA63E	
RNU6-1317P	
RN7SKP296	
RNA5SP150	
RNA5SP146	
RNA5SP148	
C1orf53	
RNU6-1279P	
MIR28	
RN7SL434P	
RN7SL738P	
RN7SL447P	
MIR570	
MIR922	
RNU6-1109P	
RN7SL141P	
ADGRG7	
ITLN2	
USP12P1	
M6PR	32547_at
M6PR	
SAR1B	
PRELP	37022_at
LRRC37A5P	
GMFBP1	
RNU6-865P	
PIP5K1P2	
DNAJC25	
CPA3	36749_at
ODAD3	
RAB4A	
RAB4A	1685_at
RAB4A	1686_g_at
RAB4A	39244_at
RAB4A	621_at
MIR339	
RNU6-215P	
ARID5B	
ARID5B	41690_at
RN7SL851P	
RNU6-218P	
RPAP1	
MIR4656	
MIR3683	
RNU6-534P	
RN7SKP228	
MIR3146	
RNU1-15P	
DNAJC25-GNG10	37735_at
MIR1183	
RN7SL542P	
RNA5SP228	
SNORD65C	
RNU6-1103P	
MIR550A1	
KLRG1	34975_at
KLRG1	
MIR550B1	
RNU6-438P	
GNG10	37735_at
MIR550A2	
MIR550B2	
RN7SL83P	
RN7SL132P	
SNORA20B	
MIR1200	
RNU6-565P	
RNU6-1097P	
MIR3943	
RNU7-35P	
RNU6-575P	
SNORA5A	
SNORA5C	
SNORA5B	
UBQLN4P1	
SNORA9	
RN7SKP218	
RN7SL292P	
RNU2-29P	
RNU1-14P	
SNORA22B	
SNORA15	
RNU6-1125P	
RNU6-1052P	
RNU6-1335P	
RNU6-1013P	
RPL26P6	
RNU6-417P	
UGCG	40215_at
UGCG	
MSS51	
SNORA22	
GYG1	40876_at
GYG1	
SNORA15B-2	
RNU6-912P	
RNU6-229P	
RNA5SP231	
RNA5SP232	
RNU6-973P	
RNU6-832P	
HNRNPA1P34	
RNU6-313P	
MIR3914-1	
MIR3914-2	
RN7SKP75	
RNA5SP234	
RN7SL869P	
RNU6-849P	
VDAC2P2	
RN7SL35P	
LINC00612	
RNU6-274P	
RNU6-10P	
RN7SKP129	
MIR4652	
RNU4-16P	
RNU6-956P	
A2M-AS1	
ENTR1P2	
RN7SKP104	
MIR5692A1	
MIR5692C2	
TOMM20	36198_at
TOMM20	
RNA5SP235	
RNU6-532P	
RNU6-364P	
RN7SL478P	
PPP3CB	39780_at
PPP3CB	
PPP3CB	38277_at
KRT17P8	
RNU7-188P	
BTG1P1	
MIR591	
RN7SL252P	
RNU6-1104P	
PZP	34641_at
PZP	
RNU6-1311P	
RNA5SP236	
TADA1	
SEC24A	34199_at
SEC24A	
SNORA25B	
RNU6-581P	
RN7SKP277	
RNA5SP241	
MIR129-1	
RNU6-517P	
MIR4653	
MIR593	
RNA5SP237	
MIR592	
MIR183	
MIR4668	40215_at
MIR182	
RNU1-29P	
MIR96	
RNA5SP240	
RNA5SP245	
SHOC1	
RNA5SP244	38569_at
MIR3654	1676_s_at
RNU6-223P	
RNU6-92P	
RNU6-1154P	
RNA5SP246	
ELAVL3	38512_r_at
ELAVL3	
RNU6-797P	
RN7SKP223	
MIR4468	
CALCOCO2	40063_at
CALCOCO2	
RNU6-911P	
RNU1-72P	
RNU1-82P	
RNU1-58P	
REN	39655_at
RNU4-74P	
RNA5SP247	
RNA5SP248	
RN7SL76P	
RN7SKP280	
MIR5707	
RN7SKP174	
MIR3907	
RNU6-604P	
MIR153-2	
MIR595	
MPLKIP	
SLC43A3	
THUMPD3P1	
SUGCT-AS1	
ELOCP2	1399_at
TYRO3	2086_s_at
TYRO3	1063_s_at
TYRO3	1399_at
TYRO3	35246_at
TYRO3	
LINC01653	
RNU6-1164P	
RNU6-757P	
CAMLG	31787_at
CAMLG	
HMGB1P11	
LYPD9P	
ZNF653	
LINC00303	
DDX46	
DDX46	33237_at
LINC01341	
RNU6-320P	
SEC31B	38859_at
SEC31B	
CD40LG	33945_at
CD40LG	
OR2L6P	
DHX9	662_at
DHX9	36153_at
DHX9	
GPRACR	
NCS1	
CNN1	34203_at
CNN1	
HLTF	34327_at
HLTF	34328_s_at
HLTF	
RNU6-649P	
MIR7515	
RNU6ATAC37P	
RN7SKP168	
MIR548S	
MIR7158	
RN7SL140P	
RNU6-1288P	
TPT1P12	
RNU6-961P	
MIR1244-3	38589_i_at
MIR1244-3	38590_r_at
RN7SKP112	
PTMAP4	38589_i_at
PTMAP4	38590_r_at
RN7SKP27	
RNU6-1215P	
MIR4262	
LINC00987	
MIR3681	
MIR4757	
RNU6-843P	
ARHGEF6	37543_at
RNA5SP88	
MIR3125	
RN7SL117P	
RNA5SP87	
RN7SL610P	
SNORA10B	
RNA5SP90	
RN7SKP216	
RNU6-1117P	
MIR548AD	
RN7SL602P	
RNU6-577P	
OSTF1P1	
RNU4-63P	
RN7SL414P	
RNA5SP91	
RN7SL665P	
RNA5SP92	
RN7SL516P	
ASS1	40541_at
ASS1	
TBX5	380_at
TBX5	145_s_at
TBX5	33558_at
TBX5	
RNU6-951P	
RNU4-49P	
RN7SKP208	
RN7SL361P	
MIR217	
MIR216A	
MIR216B	
MIR4432	
RNA5SP93	
RNU1-32P	
RNU6-508P	
RNU6-634P	
RNU6-221P	
RNA5SP94	
RN7SL18P	
LINC02352	
RNU6-282P	
RNU7-172P	
RN7SL341P	
RNU6-612P	
RN7SL51P	
MIR4431	
PPP1R3A	
MIR548BA	
RNU6-958P	
RNU6-439P	
RN7SL531P	
RNU6-105P	
GAPDHP76	
MIR4778	
RNA5SP98	
UBE2CP4	
RN7SKP203	
